,prev,prev,prev,prev,prev,next,next,next,next,next,plan,plan,plan,plan,plan
447,"('on',)","(68,)","(8300,)","(0,)","(53,)","('on',)","(68,)","(4900,)","(46,)","(0,)","['setHue:46', 'setColorTemperature:4900']",2,0.004772663116455078,735,741
448,"('on',)","(25,)","(8400,)","(0,)","(65,)","('on',)","(25,)","(8400,)","(32,)","(0,)",['setHue:32'],1,0.0024271011352539062,368,370
449,"('on',)","(63,)","(4500,)","(0,)","(100,)","('on',)","(11,)","(2200,)","(0,)","(62,)","['setColorTemperature:2200', 'setLevel:11', 'setSaturation:62']",3,0.009467363357543945,1465,1478
450,"('on',)","(8,)","(8800,)","(58,)","(0,)","('on',)","(8,)","(7600,)","(84,)","(0,)","['setColorTemperature:7600', 'setHue:84']",2,0.004820585250854492,736,742
451,"('off',)","(75,)","(5100,)","(38,)","(0,)","('on',)","(22,)","(5100,)","(0,)","(67,)","['setSaturation:67', 'setLevel:22']",2,0.004772663116455078,738,740
452,"('on',)","(76,)","(8700,)","(0,)","(59,)","('on',)","(76,)","(8100,)","(0,)","(60,)","['setColorTemperature:8100', 'setSaturation:60']",2,0.00476527214050293,734,740
453,"('on',)","(39,)","(7600,)","(44,)","(0,)","('on',)","(39,)","(2800,)","(0,)","(71,)","['setSaturation:71', 'setColorTemperature:2800']",2,0.0048067569732666016,735,741
454,"('off',)","(66,)","(5500,)","(20,)","(0,)","('on',)","(56,)","(5100,)","(29,)","(0,)","['setColorTemperature:5100', 'setLevel:56', 'setHue:29']",3,0.009597063064575195,1473,1483
455,"('off',)","(79,)","(8600,)","(91,)","(0,)","('on',)","(79,)","(4700,)","(14,)","(0,)","['setHue:14', 'setColorTemperature:4700']",2,0.00479435920715332,739,741
456,"('on',)","(84,)","(7800,)","(0,)","(40,)","('on',)","(2,)","(8600,)","(80,)","(0,)","['setHue:80', 'setLevel:2', 'setColorTemperature:8600']",3,0.0070765018463134766,1102,1112
457,"('on',)","(5,)","(7900,)","(0,)","(32,)","('on',)","(45,)","(2300,)","(0,)","(32,)","['setColorTemperature:2300', 'setLevel:45']",2,0.004720926284790039,734,740
458,"('on',)","(74,)","(4000,)","(0,)","(65,)","('on',)","(33,)","(2700,)","(0,)","(59,)","['setSaturation:59', 'setColorTemperature:2700', 'setLevel:33']",3,0.007205963134765625,1100,1110
459,"('off',)","(97,)","(6400,)","(65,)","(0,)","('on',)","(93,)","(5100,)","(60,)","(0,)","['setHue:60', 'setColorTemperature:5100', 'setLevel:93']",3,0.0072476863861083984,1106,1112
460,"('off',)","(59,)","(7800,)","(0,)","(41,)","('on',)","(3,)","(7800,)","(0,)","(83,)","['setLevel:3', 'setSaturation:83']",2,0.004756450653076172,737,739
461,"('on',)","(13,)","(6500,)","(44,)","(0,)","('on',)","(28,)","(6500,)","(6,)","(0,)","['setLevel:28', 'setHue:6']",2,0.007162809371948242,1103,1113
462,"('off',)","(38,)","(3000,)","(55,)","(0,)","('on',)","(50,)","(3000,)","(92,)","(0,)","['setLevel:50', 'setHue:92']",2,0.007172584533691406,1107,1112
463,"('off',)","(72,)","(3300,)","(0,)","(70,)","('on',)","(91,)","(5100,)","(0,)","(48,)","['setSaturation:48', 'setLevel:91', 'setColorTemperature:5100']",3,0.009541749954223633,1469,1479
464,"('off',)","(91,)","(4800,)","(57,)","(0,)","('on',)","(91,)","(4800,)","(0,)","(58,)",['setSaturation:58'],1,0.002705812454223633,371,370
465,"('on',)","(64,)","(7400,)","(0,)","(62,)","('on',)","(97,)","(7400,)","(94,)","(0,)","['setHue:94', 'setLevel:97']",2,0.00482177734375,735,741
466,"('on',)","(96,)","(4100,)","(0,)","(15,)","('on',)","(19,)","(3600,)","(0,)","(15,)","['setColorTemperature:3600', 'setLevel:19']",2,0.0047647953033447266,734,740
467,"('off',)","(43,)","(4800,)","(0,)","(13,)","('on',)","(3,)","(4800,)","(0,)","(25,)","['setLevel:3', 'setSaturation:25']",2,0.0047321319580078125,737,739
468,"('off',)","(47,)","(2200,)","(0,)","(48,)","('on',)","(47,)","(2200,)","(0,)","(79,)",['setSaturation:79'],1,0.002398252487182617,369,368
469,"('on',)","(27,)","(5200,)","(0,)","(36,)","('on',)","(74,)","(5200,)","(23,)","(0,)","['setHue:23', 'setLevel:74']",2,0.004806041717529297,735,741
470,"('on',)","(31,)","(4100,)","(34,)","(0,)","('on',)","(34,)","(4100,)","(40,)","(0,)","['setLevel:34', 'setHue:40']",2,0.007116794586181641,1103,1113
471,"('off',)","(31,)","(5400,)","(69,)","(0,)","('on',)","(100,)","(5400,)","(46,)","(0,)","['setHue:46', 'setLevel:100']",2,0.004772186279296875,739,741
472,"('off',)","(7,)","(7900,)","(99,)","(0,)","('on',)","(38,)","(7900,)","(0,)","(17,)","['setSaturation:17', 'setLevel:38']",2,0.004697561264038086,738,740
473,"('on',)","(30,)","(3100,)","(48,)","(0,)","('on',)","(93,)","(3100,)","(0,)","(44,)","['setSaturation:44', 'setLevel:93']",2,0.004798173904418945,735,741
474,"('on',)","(41,)","(3000,)","(23,)","(0,)","('on',)","(41,)","(4100,)","(0,)","(51,)","['setSaturation:51', 'setColorTemperature:4100']",2,0.004828929901123047,735,741
475,"('on',)","(38,)","(4900,)","(0,)","(47,)","('on',)","(2,)","(4900,)","(57,)","(0,)","['setHue:57', 'setLevel:2']",2,0.004743099212646484,735,741
476,"('on',)","(83,)","(2800,)","(0,)","(67,)","('on',)","(89,)","(2800,)","(86,)","(0,)","['setHue:86', 'setLevel:89']",2,0.004822731018066406,735,741
477,"('on',)","(57,)","(7500,)","(33,)","(0,)","('on',)","(19,)","(7500,)","(0,)","(87,)","['setSaturation:87', 'setLevel:19']",2,0.00480341911315918,735,741
478,"('off',)","(14,)","(2800,)","(0,)","(0,)","('on',)","(71,)","(2800,)","(0,)","(46,)","['setLevel:71', 'setSaturation:46']",2,0.007134199142456055,1105,1109
479,"('on',)","(32,)","(8400,)","(0,)","(100,)","('on',)","(32,)","(8400,)","(7,)","(0,)",['setHue:7'],1,0.002403736114501953,368,370
480,"('off',)","(19,)","(3100,)","(25,)","(0,)","('on',)","(19,)","(4500,)","(21,)","(0,)","['setHue:21', 'setColorTemperature:4500']",2,0.004768848419189453,739,741
481,"('off',)","(83,)","(3500,)","(0,)","(96,)","('on',)","(83,)","(3500,)","(0,)","(19,)",['setSaturation:19'],1,0.002402782440185547,370,369
482,"('off',)","(60,)","(5300,)","(23,)","(0,)","('on',)","(24,)","(4200,)","(66,)","(0,)","['setColorTemperature:4200', 'setLevel:24', 'setHue:66']",3,0.009726524353027344,1473,1483
483,"('on',)","(80,)","(4400,)","(44,)","(0,)","('on',)","(22,)","(8300,)","(86,)","(0,)","['setLevel:22', 'setColorTemperature:8300', 'setHue:86']",3,0.014356374740600586,2202,2226
484,"('on',)","(42,)","(6800,)","(65,)","(0,)","('on',)","(26,)","(6300,)","(41,)","(0,)","['setHue:41', 'setColorTemperature:6300', 'setLevel:26']",3,0.007224082946777344,1103,1113
485,"('off',)","(32,)","(6900,)","(0,)","(78,)","('on',)","(32,)","(6900,)","(6,)","(0,)",['setHue:6'],1,0.0024077892303466797,370,369
486,"('on',)","(62,)","(4400,)","(0,)","(75,)","('on',)","(14,)","(3300,)","(0,)","(53,)","['setSaturation:53', 'setColorTemperature:3300', 'setLevel:14']",3,0.00721287727355957,1100,1110
487,"('on',)","(38,)","(4400,)","(10,)","(0,)","('on',)","(88,)","(4400,)","(0,)","(42,)","['setSaturation:42', 'setLevel:88']",2,0.0048062801361083984,735,741
488,"('off',)","(62,)","(5100,)","(86,)","(0,)","('on',)","(71,)","(3200,)","(86,)","(0,)","['setColorTemperature:3200', 'setLevel:71']",2,0.004766702651977539,739,741
489,"('on',)","(18,)","(3600,)","(0,)","(63,)","('on',)","(19,)","(3600,)","(0,)","(41,)","['setSaturation:41', 'setLevel:19']",2,0.0047605037689208984,734,740
490,"('off',)","(80,)","(8500,)","(52,)","(0,)","('on',)","(69,)","(5700,)","(12,)","(0,)","['setHue:12', 'setColorTemperature:5700', 'setLevel:69']",3,0.00718235969543457,1106,1112
491,"('off',)","(86,)","(8200,)","(0,)","(39,)","('on',)","(21,)","(8200,)","(36,)","(0,)","['setHue:36', 'setLevel:21']",2,0.004791259765625,738,740
492,"('on',)","(70,)","(4300,)","(63,)","(0,)","('on',)","(70,)","(8700,)","(84,)","(0,)","['setColorTemperature:8700', 'setHue:84']",2,0.007197141647338867,1103,1113
493,"('on',)","(30,)","(8100,)","(97,)","(0,)","('on',)","(33,)","(4300,)","(0,)","(59,)","['setSaturation:59', 'setColorTemperature:4300', 'setLevel:33']",3,0.007227897644042969,1101,1111
494,"('off',)","(11,)","(6000,)","(0,)","(81,)","('on',)","(29,)","(6000,)","(74,)","(0,)","['setHue:74', 'setLevel:29']",2,0.004802227020263672,738,740
495,"('on',)","(23,)","(5600,)","(0,)","(82,)","('on',)","(25,)","(5600,)","(0,)","(81,)","['setSaturation:81', 'setLevel:25']",2,0.004787921905517578,734,740
496,"('off',)","(71,)","(4100,)","(0,)","(89,)","('on',)","(71,)","(4100,)","(54,)","(0,)",['setHue:54'],1,0.0024178028106689453,370,369
497,"('off',)","(98,)","(6400,)","(0,)","(20,)","('on',)","(8,)","(5500,)","(0,)","(4,)","['setColorTemperature:5500', 'setLevel:8', 'setSaturation:4']",3,0.009495019912719727,1469,1479
498,"('on',)","(90,)","(5500,)","(0,)","(28,)","('on',)","(90,)","(5700,)","(19,)","(0,)","['setHue:19', 'setColorTemperature:5700']",2,0.004812002182006836,735,741
499,"('off',)","(38,)","(8200,)","(67,)","(0,)","('on',)","(38,)","(7400,)","(55,)","(0,)","['setHue:55', 'setColorTemperature:7400']",2,0.004813194274902344,739,741
500,"('on',)","(16,)","(3200,)","(0,)","(44,)","('on',)","(25,)","(8000,)","(0,)","(85,)","['setLevel:25', 'setColorTemperature:8000', 'setSaturation:85']",3,0.01688694953918457,2558,2590
501,"('off',)","(37,)","(5800,)","(24,)","(0,)","('on',)","(37,)","(2900,)","(0,)","(82,)","['setSaturation:82', 'setColorTemperature:2900']",2,0.004774808883666992,738,740
502,"('on',)","(63,)","(2500,)","(54,)","(0,)","('on',)","(63,)","(3100,)","(0,)","(24,)","['setSaturation:24', 'setColorTemperature:3100']",2,0.004763126373291016,735,741
503,"('on',)","(81,)","(7300,)","(62,)","(0,)","('on',)","(71,)","(8900,)","(24,)","(0,)","['setHue:24', 'setLevel:71', 'setColorTemperature:8900']",3,0.007200717926025391,1103,1113
504,"('off',)","(41,)","(7200,)","(0,)","(71,)","('on',)","(41,)","(3200,)","(0,)","(28,)","['setSaturation:28', 'setColorTemperature:3200']",2,0.004773855209350586,737,739
505,"('off',)","(12,)","(8000,)","(64,)","(0,)","('on',)","(44,)","(8000,)","(0,)","(94,)","['setSaturation:94', 'setLevel:44']",2,0.004815816879272461,738,740
506,"('off',)","(18,)","(5700,)","(17,)","(0,)","('on',)","(67,)","(5700,)","(12,)","(0,)","['setHue:12', 'setLevel:67']",2,0.00479435920715332,739,741
507,"('on',)","(92,)","(5800,)","(16,)","(0,)","('on',)","(82,)","(8300,)","(6,)","(0,)","['setLevel:82', 'setColorTemperature:8300', 'setHue:6']",3,0.014421939849853516,2202,2226
508,"('on',)","(84,)","(8700,)","(33,)","(0,)","('on',)","(1,)","(7100,)","(0,)","(65,)","['setSaturation:65', 'setColorTemperature:7100', 'setLevel:1']",3,0.007175922393798828,1101,1111
509,"('on',)","(96,)","(7800,)","(0,)","(15,)","('on',)","(77,)","(5000,)","(0,)","(24,)","['setColorTemperature:5000', 'setLevel:77', 'setSaturation:24']",3,0.00963592529296875,1465,1480
510,"('off',)","(93,)","(8000,)","(0,)","(4,)","('on',)","(88,)","(5200,)","(0,)","(45,)","['setColorTemperature:5200', 'setLevel:88', 'setSaturation:45']",3,0.00945425033569336,1469,1479
511,"('off',)","(98,)","(3100,)","(14,)","(0,)","('on',)","(60,)","(2500,)","(72,)","(0,)","['setColorTemperature:2500', 'setLevel:60', 'setHue:72']",3,0.009618043899536133,1473,1483
512,"('off',)","(29,)","(7900,)","(58,)","(0,)","('on',)","(63,)","(7900,)","(81,)","(0,)","['setLevel:63', 'setHue:81']",2,0.007222652435302734,1107,1112
513,"('off',)","(67,)","(7300,)","(88,)","(0,)","('on',)","(24,)","(7300,)","(0,)","(45,)","['setSaturation:45', 'setLevel:24']",2,0.004813194274902344,738,740
514,"('on',)","(97,)","(8700,)","(80,)","(0,)","('on',)","(43,)","(8700,)","(0,)","(42,)","['setSaturation:42', 'setLevel:43']",2,0.004784107208251953,735,741
515,"('on',)","(37,)","(3400,)","(32,)","(0,)","('on',)","(67,)","(3400,)","(0,)","(39,)","['setSaturation:39', 'setLevel:67']",2,0.0048024654388427734,735,741
516,"('off',)","(76,)","(7500,)","(0,)","(62,)","('on',)","(76,)","(4400,)","(40,)","(0,)","['setHue:40', 'setColorTemperature:4400']",2,0.004831790924072266,738,740
517,"('on',)","(53,)","(5400,)","(74,)","(0,)","('on',)","(73,)","(5400,)","(0,)","(59,)","['setSaturation:59', 'setLevel:73']",2,0.004883766174316406,735,741
518,"('on',)","(85,)","(5400,)","(38,)","(0,)","('on',)","(49,)","(5400,)","(0,)","(29,)","['setSaturation:29', 'setLevel:49']",2,0.004780769348144531,735,741
519,"('on',)","(50,)","(4900,)","(0,)","(81,)","('on',)","(37,)","(4900,)","(0,)","(66,)","['setSaturation:66', 'setLevel:37']",2,0.004814624786376953,734,740
520,"('on',)","(87,)","(4000,)","(20,)","(0,)","('on',)","(71,)","(4000,)","(63,)","(0,)","['setLevel:71', 'setHue:63']",2,0.004770755767822266,736,742
521,"('off',)","(96,)","(2500,)","(0,)","(23,)","('on',)","(96,)","(8700,)","(0,)","(100,)","['setSaturation:100', 'setColorTemperature:8700']",2,0.004778861999511719,737,739
522,"('off',)","(55,)","(5300,)","(0,)","(73,)","('on',)","(94,)","(7200,)","(49,)","(0,)","['setHue:49', 'setLevel:94', 'setColorTemperature:7200']",3,0.009561777114868164,1472,1482
523,"('off',)","(99,)","(4000,)","(0,)","(15,)","('on',)","(99,)","(4000,)","(0,)","(70,)",['setSaturation:70'],1,0.002411365509033203,370,369
524,"('on',)","(95,)","(8600,)","(27,)","(0,)","('on',)","(70,)","(4300,)","(72,)","(0,)","['setColorTemperature:4300', 'setLevel:70', 'setHue:72']",3,0.009553670883178711,1469,1484
525,"('on',)","(79,)","(5200,)","(5,)","(0,)","('on',)","(16,)","(5200,)","(0,)","(40,)","['setSaturation:40', 'setLevel:16']",2,0.00479888916015625,735,741
526,"('off',)","(78,)","(3500,)","(0,)","(0,)","('on',)","(78,)","(3500,)","(0,)","(18,)",['setSaturation:18'],1,0.002397775650024414,370,369
527,"('on',)","(96,)","(2600,)","(86,)","(0,)","('on',)","(96,)","(2600,)","(0,)","(73,)",['setSaturation:73'],1,0.0024261474609375,369,371
528,"('off',)","(85,)","(4400,)","(0,)","(77,)","('on',)","(85,)","(8300,)","(0,)","(49,)","['setSaturation:49', 'setColorTemperature:8300']",2,0.004805564880371094,737,739
529,"('on',)","(59,)","(3900,)","(45,)","(0,)","('on',)","(59,)","(4500,)","(29,)","(0,)","['setHue:29', 'setColorTemperature:4500']",2,0.004780769348144531,736,742
530,"('on',)","(25,)","(4100,)","(32,)","(0,)","('on',)","(32,)","(3900,)","(42,)","(0,)","['setColorTemperature:3900', 'setLevel:32', 'setHue:42']",3,0.012056827545166016,1836,1855
531,"('on',)","(81,)","(2600,)","(62,)","(0,)","('on',)","(70,)","(2600,)","(45,)","(0,)","['setHue:45', 'setLevel:70']",2,0.004780292510986328,736,742
532,"('on',)","(67,)","(7800,)","(16,)","(0,)","('on',)","(37,)","(7800,)","(32,)","(0,)","['setLevel:37', 'setHue:32']",2,0.004777193069458008,736,742
533,"('on',)","(62,)","(8900,)","(0,)","(19,)","('on',)","(97,)","(8900,)","(0,)","(20,)","['setLevel:97', 'setSaturation:20']",2,0.007124662399291992,1100,1110
534,"('on',)","(32,)","(3100,)","(45,)","(0,)","('on',)","(73,)","(3100,)","(76,)","(0,)","['setLevel:73', 'setHue:76']",2,0.007227897644042969,1103,1113
535,"('off',)","(68,)","(4000,)","(0,)","(95,)","('off',)","(68,)","(4000,)","(0,)","(78,)","['setSaturation:78', 'setLevel:0']",2,0.0047914981842041016,737,739
536,"('off',)","(54,)","(7000,)","(0,)","(67,)","('on',)","(61,)","(6900,)","(40,)","(0,)","['setHue:40', 'setColorTemperature:6900', 'setLevel:61']",3,0.0071909427642822266,1105,1111
537,"('off',)","(51,)","(8600,)","(0,)","(85,)","('on',)","(27,)","(8600,)","(49,)","(0,)","['setHue:49', 'setLevel:27']",2,0.004744768142700195,738,740
538,"('on',)","(73,)","(5600,)","(0,)","(36,)","('on',)","(44,)","(6700,)","(0,)","(66,)","['setLevel:44', 'setColorTemperature:6700', 'setSaturation:66']",3,0.01429128646850586,2196,2220
539,"('off',)","(18,)","(2400,)","(0,)","(86,)","('on',)","(18,)","(5600,)","(0,)","(20,)","['setSaturation:20', 'setColorTemperature:5600']",2,0.0047795772552490234,737,739
540,"('off',)","(77,)","(4900,)","(85,)","(0,)","('on',)","(77,)","(4900,)","(20,)","(0,)",['setHue:20'],1,0.0024061203002929688,371,370
541,"('on',)","(69,)","(6600,)","(91,)","(0,)","('on',)","(70,)","(6600,)","(1,)","(0,)","['setHue:1', 'setLevel:70']",2,0.004995822906494141,736,742
542,"('on',)","(44,)","(6400,)","(68,)","(0,)","('on',)","(45,)","(4500,)","(70,)","(0,)","['setColorTemperature:4500', 'setLevel:45', 'setHue:70']",3,0.012182474136352539,1836,1855
543,"('on',)","(20,)","(2900,)","(53,)","(0,)","('on',)","(73,)","(6200,)","(0,)","(91,)","['setSaturation:91', 'setLevel:73', 'setColorTemperature:6200']",3,0.009505510330200195,1467,1481
544,"('on',)","(93,)","(5300,)","(0,)","(1,)","('on',)","(90,)","(5300,)","(59,)","(0,)","['setHue:59', 'setLevel:90']",2,0.004827737808227539,735,741
545,"('off',)","(61,)","(7000,)","(0,)","(100,)","('on',)","(60,)","(2900,)","(83,)","(0,)","['setHue:83', 'setColorTemperature:2900', 'setLevel:60']",3,0.007080554962158203,1105,1111
546,"('on',)","(61,)","(8300,)","(69,)","(0,)","('on',)","(61,)","(8400,)","(0,)","(93,)","['setSaturation:93', 'setColorTemperature:8400']",2,0.0048313140869140625,735,741
547,"('off',)","(21,)","(8900,)","(0,)","(4,)","('on',)","(34,)","(7700,)","(0,)","(69,)","['setColorTemperature:7700', 'setLevel:34', 'setSaturation:69']",3,0.011869430541992188,1835,1849
548,"('off',)","(13,)","(8700,)","(0,)","(58,)","('on',)","(63,)","(8900,)","(0,)","(58,)","['setLevel:63', 'setColorTemperature:8900']",2,0.007159709930419922,1104,1109
549,"('on',)","(68,)","(2700,)","(0,)","(66,)","('on',)","(68,)","(7600,)","(50,)","(0,)","['setHue:50', 'setColorTemperature:7600']",2,0.004784822463989258,735,741
550,"('off',)","(67,)","(2500,)","(0,)","(7,)","('on',)","(67,)","(6000,)","(0,)","(67,)","['setSaturation:67', 'setColorTemperature:6000']",2,0.00479888916015625,737,739
551,"('on',)","(67,)","(2800,)","(15,)","(0,)","('on',)","(28,)","(2800,)","(0,)","(48,)","['setSaturation:48', 'setLevel:28']",2,0.004789829254150391,735,741
552,"('on',)","(63,)","(3800,)","(52,)","(0,)","('on',)","(79,)","(3800,)","(0,)","(41,)","['setSaturation:41', 'setLevel:79']",2,0.004798173904418945,735,741
553,"('off',)","(15,)","(4100,)","(12,)","(0,)","('on',)","(54,)","(4100,)","(58,)","(0,)","['setLevel:54', 'setHue:58']",2,0.007079362869262695,1107,1112
554,"('on',)","(92,)","(3400,)","(39,)","(0,)","('on',)","(92,)","(3400,)","(2,)","(0,)",['setHue:2'],1,0.0024259090423583984,369,371
555,"('on',)","(4,)","(2700,)","(0,)","(87,)","('on',)","(27,)","(4300,)","(83,)","(0,)","['setHue:83', 'setLevel:27', 'setColorTemperature:4300']",3,0.0071659088134765625,1102,1112
556,"('on',)","(55,)","(6800,)","(8,)","(0,)","('on',)","(48,)","(8400,)","(86,)","(0,)","['setLevel:48', 'setColorTemperature:8400', 'setHue:86']",3,0.014342784881591797,2202,2226
557,"('off',)","(62,)","(5300,)","(0,)","(14,)","('on',)","(95,)","(2900,)","(27,)","(0,)","['setHue:27', 'setColorTemperature:2900', 'setLevel:95']",3,0.007153749465942383,1105,1111
558,"('off',)","(10,)","(2500,)","(88,)","(0,)","('on',)","(93,)","(2500,)","(29,)","(0,)","['setHue:29', 'setLevel:93']",2,0.004814624786376953,739,741
559,"('on',)","(70,)","(5800,)","(0,)","(24,)","('on',)","(50,)","(5800,)","(94,)","(0,)","['setHue:94', 'setLevel:50']",2,0.004765987396240234,735,741
560,"('off',)","(70,)","(8500,)","(79,)","(0,)","('on',)","(14,)","(5500,)","(20,)","(0,)","['setHue:20', 'setColorTemperature:5500', 'setLevel:14']",3,0.007202863693237305,1106,1112
561,"('on',)","(27,)","(6100,)","(76,)","(0,)","('on',)","(18,)","(6100,)","(0,)","(81,)","['setSaturation:81', 'setLevel:18']",2,0.004795074462890625,735,741
562,"('off',)","(73,)","(4700,)","(43,)","(0,)","('on',)","(73,)","(3800,)","(51,)","(0,)","['setColorTemperature:3800', 'setHue:51']",2,0.004784584045410156,739,741
563,"('on',)","(38,)","(5000,)","(0,)","(97,)","('on',)","(80,)","(5400,)","(0,)","(97,)","['setLevel:80', 'setColorTemperature:5400']",2,0.007093191146850586,1100,1110
564,"('on',)","(51,)","(7400,)","(0,)","(55,)","('on',)","(94,)","(6700,)","(24,)","(0,)","['setHue:24', 'setColorTemperature:6700', 'setLevel:94']",3,0.0071184635162353516,1102,1112
565,"('on',)","(12,)","(2600,)","(0,)","(92,)","('on',)","(12,)","(2600,)","(0,)","(3,)",['setSaturation:3'],1,0.002381563186645508,368,370
566,"('on',)","(97,)","(3600,)","(0,)","(95,)","('on',)","(100,)","(3600,)","(0,)","(22,)","['setSaturation:22', 'setLevel:100']",2,0.004700422286987305,734,740
567,"('on',)","(19,)","(7000,)","(33,)","(0,)","('on',)","(58,)","(7000,)","(0,)","(99,)","['setSaturation:99', 'setLevel:58']",2,0.0047795772552490234,735,741
568,"('off',)","(86,)","(2800,)","(11,)","(0,)","('on',)","(86,)","(6600,)","(6,)","(0,)","['setColorTemperature:6600', 'setHue:6']",2,0.007132291793823242,1107,1112
569,"('on',)","(19,)","(6700,)","(0,)","(95,)","('on',)","(2,)","(6700,)","(0,)","(95,)",['setLevel:2'],1,0.002399921417236328,368,370
570,"('on',)","(76,)","(5300,)","(13,)","(0,)","('on',)","(29,)","(2400,)","(26,)","(0,)","['setColorTemperature:2400', 'setLevel:29', 'setHue:26']",3,0.009557008743286133,1469,1484
571,"('on',)","(61,)","(7900,)","(99,)","(0,)","('on',)","(83,)","(7900,)","(78,)","(0,)","['setHue:78', 'setLevel:83']",2,0.0047800540924072266,736,742
572,"('on',)","(92,)","(4800,)","(50,)","(0,)","('on',)","(1,)","(4800,)","(37,)","(0,)","['setHue:37', 'setLevel:1']",2,0.004743814468383789,736,742
573,"('off',)","(63,)","(4900,)","(47,)","(0,)","('on',)","(63,)","(4700,)","(0,)","(75,)","['setSaturation:75', 'setColorTemperature:4700']",2,0.004781484603881836,738,740
574,"('on',)","(28,)","(6600,)","(44,)","(0,)","('on',)","(28,)","(4400,)","(64,)","(0,)","['setColorTemperature:4400', 'setHue:64']",2,0.0047855377197265625,736,742
575,"('off',)","(73,)","(3600,)","(0,)","(20,)","('on',)","(73,)","(7900,)","(49,)","(0,)","['setHue:49', 'setColorTemperature:7900']",2,0.004805088043212891,738,740
576,"('on',)","(3,)","(7600,)","(71,)","(0,)","('on',)","(28,)","(7600,)","(4,)","(0,)","['setHue:4', 'setLevel:28']",2,0.0047512054443359375,736,742
577,"('on',)","(67,)","(6600,)","(89,)","(0,)","('on',)","(87,)","(8900,)","(28,)","(0,)","['setHue:28', 'setLevel:87', 'setColorTemperature:8900']",3,0.009587287902832031,1470,1484
578,"('off',)","(76,)","(3100,)","(32,)","(0,)","('on',)","(76,)","(3100,)","(72,)","(0,)",['setHue:72'],1,0.002424955368041992,371,370
579,"('on',)","(40,)","(4200,)","(93,)","(0,)","('on',)","(34,)","(3500,)","(0,)","(32,)","['setSaturation:32', 'setColorTemperature:3500', 'setLevel:34']",3,0.00717926025390625,1101,1111
580,"('off',)","(34,)","(8700,)","(84,)","(0,)","('on',)","(72,)","(7400,)","(0,)","(78,)","['setSaturation:78', 'setColorTemperature:7400', 'setLevel:72']",3,0.0071680545806884766,1104,1110
581,"('off',)","(38,)","(6400,)","(44,)","(0,)","('on',)","(38,)","(6700,)","(0,)","(73,)","['setSaturation:73', 'setColorTemperature:6700']",2,0.0048427581787109375,738,740
582,"('off',)","(63,)","(5900,)","(82,)","(0,)","('on',)","(63,)","(5900,)","(0,)","(34,)",['setSaturation:34'],1,0.002409219741821289,371,370
583,"('off',)","(73,)","(2700,)","(63,)","(0,)","('on',)","(74,)","(2700,)","(0,)","(96,)","['setSaturation:96', 'setLevel:74']",2,0.0048029422760009766,738,740
584,"('off',)","(50,)","(7300,)","(0,)","(82,)","('on',)","(92,)","(7300,)","(1,)","(0,)","['setHue:1', 'setLevel:92']",2,0.00477290153503418,738,740
585,"('off',)","(11,)","(4500,)","(84,)","(0,)","('on',)","(81,)","(4500,)","(0,)","(23,)","['setSaturation:23', 'setLevel:81']",2,0.004801511764526367,738,740
586,"('on',)","(38,)","(3300,)","(68,)","(0,)","('on',)","(16,)","(3500,)","(74,)","(0,)","['setLevel:16', 'setColorTemperature:3500', 'setHue:74']",3,0.014220952987670898,2202,2226
587,"('on',)","(24,)","(7200,)","(0,)","(40,)","('on',)","(4,)","(7200,)","(30,)","(0,)","['setHue:30', 'setLevel:4']",2,0.0048389434814453125,735,741
588,"('on',)","(96,)","(4100,)","(12,)","(0,)","('on',)","(47,)","(4100,)","(7,)","(0,)","['setLevel:47', 'setHue:7']",2,0.0047473907470703125,736,742
589,"('on',)","(84,)","(4900,)","(23,)","(0,)","('on',)","(84,)","(8400,)","(0,)","(46,)","['setSaturation:46', 'setColorTemperature:8400']",2,0.004842519760131836,735,741
590,"('on',)","(9,)","(6400,)","(0,)","(25,)","('on',)","(11,)","(6400,)","(0,)","(11,)","['setSaturation:11', 'setLevel:11']",2,0.0048024654388427734,734,740
591,"('off',)","(75,)","(6600,)","(0,)","(77,)","('on',)","(85,)","(5500,)","(0,)","(70,)","['setSaturation:70', 'setColorTemperature:5500', 'setLevel:85']",3,0.007185459136962891,1103,1109
592,"('on',)","(79,)","(6200,)","(76,)","(0,)","('on',)","(79,)","(2700,)","(0,)","(30,)","['setSaturation:30', 'setColorTemperature:2700']",2,0.004830360412597656,735,741
593,"('on',)","(59,)","(7900,)","(8,)","(0,)","('on',)","(41,)","(7900,)","(43,)","(0,)","['setHue:43', 'setLevel:41']",2,0.004808664321899414,736,742
594,"('on',)","(69,)","(4900,)","(0,)","(14,)","('on',)","(69,)","(8800,)","(0,)","(16,)","['setColorTemperature:8800', 'setSaturation:16']",2,0.007160186767578125,1100,1110
595,"('off',)","(10,)","(3800,)","(0,)","(39,)","('on',)","(10,)","(5300,)","(74,)","(0,)","['setHue:74', 'setColorTemperature:5300']",2,0.004769325256347656,738,740
596,"('off',)","(10,)","(4700,)","(0,)","(53,)","('on',)","(10,)","(4800,)","(40,)","(0,)","['setHue:40', 'setColorTemperature:4800']",2,0.0047609806060791016,738,740
597,"('off',)","(6,)","(8300,)","(0,)","(36,)","('on',)","(45,)","(3500,)","(0,)","(8,)","['setColorTemperature:3500', 'setLevel:45', 'setSaturation:8']",3,0.009715795516967773,1469,1479
