,prev,prev,prev,prev,prev,next,next,next,next,next,plan,plan,plan,plan,plan
147,"('on',)","(6,)","(7600,)","(3,)","(0,)","('on',)","(3,)","(7600,)","(11,)","(0,)","['setHue:11', 'setLevel:3']",2,0.004784822463989258,736,742
148,"('off',)","(88,)","(4300,)","(0,)","(62,)","('on',)","(88,)","(2200,)","(0,)","(91,)","['setColorTemperature:2200', 'setSaturation:91']",2,0.0047893524169921875,737,738
149,"('on',)","(81,)","(6800,)","(0,)","(57,)","('on',)","(20,)","(6400,)","(0,)","(28,)","['setSaturation:28', 'setColorTemperature:6400', 'setLevel:20']",3,0.007127523422241211,1100,1110
150,"('off',)","(98,)","(4400,)","(64,)","(0,)","('on',)","(70,)","(4400,)","(17,)","(0,)","['setHue:17', 'setLevel:70']",2,0.00476527214050293,739,741
151,"('on',)","(78,)","(3300,)","(33,)","(0,)","('on',)","(65,)","(4500,)","(49,)","(0,)","['setLevel:65', 'setColorTemperature:4500', 'setHue:49']",3,0.014694452285766602,2202,2226
152,"('on',)","(29,)","(6300,)","(62,)","(0,)","('on',)","(2,)","(2200,)","(0,)","(45,)","['setSaturation:45', 'setColorTemperature:2200', 'setLevel:2']",3,0.007123708724975586,1101,1110
153,"('off',)","(12,)","(7400,)","(0,)","(86,)","('on',)","(59,)","(7400,)","(0,)","(15,)","['setSaturation:15', 'setLevel:59']",2,0.004766225814819336,737,739
154,"('on',)","(62,)","(3900,)","(82,)","(0,)","('on',)","(62,)","(3900,)","(0,)","(99,)",['setSaturation:99'],1,0.0024106502532958984,369,371
155,"('on',)","(89,)","(5300,)","(91,)","(0,)","('on',)","(83,)","(5300,)","(64,)","(0,)","['setHue:64', 'setLevel:83']",2,0.004781484603881836,736,742
156,"('on',)","(31,)","(8000,)","(33,)","(0,)","('on',)","(69,)","(2800,)","(0,)","(39,)","['setSaturation:39', 'setColorTemperature:2800', 'setLevel:69']",3,0.0071353912353515625,1101,1111
157,"('off',)","(1,)","(8900,)","(30,)","(0,)","('on',)","(1,)","(2700,)","(23,)","(0,)","['setHue:23', 'setColorTemperature:2700']",2,0.004737138748168945,738,739
158,"('on',)","(80,)","(2900,)","(0,)","(53,)","('on',)","(15,)","(4700,)","(0,)","(34,)","['setSaturation:34', 'setLevel:15', 'setColorTemperature:4700']",3,0.007142066955566406,1100,1110
159,"('off',)","(76,)","(4300,)","(0,)","(19,)","('on',)","(82,)","(4300,)","(21,)","(0,)","['setHue:21', 'setLevel:82']",2,0.0047647953033447266,738,740
160,"('on',)","(62,)","(8400,)","(0,)","(15,)","('on',)","(85,)","(8900,)","(0,)","(64,)","['setLevel:85', 'setColorTemperature:8900', 'setSaturation:64']",3,0.01674509048461914,2558,2590
161,"('on',)","(85,)","(4400,)","(91,)","(0,)","('on',)","(85,)","(6100,)","(0,)","(45,)","['setSaturation:45', 'setColorTemperature:6100']",2,0.004773855209350586,735,741
162,"('off',)","(58,)","(2800,)","(0,)","(91,)","('on',)","(58,)","(2800,)","(98,)","(0,)",['setHue:98'],1,0.0024003982543945312,370,369
163,"('on',)","(43,)","(5000,)","(0,)","(96,)","('on',)","(43,)","(5400,)","(0,)","(95,)","['setSaturation:95', 'setColorTemperature:5400']",2,0.004800319671630859,734,740
164,"('on',)","(30,)","(6600,)","(0,)","(51,)","('on',)","(54,)","(6300,)","(87,)","(0,)","['setHue:87', 'setColorTemperature:6300', 'setLevel:54']",3,0.007251739501953125,1102,1112
165,"('on',)","(13,)","(4400,)","(0,)","(18,)","('on',)","(29,)","(4400,)","(12,)","(0,)","['setHue:12', 'setLevel:29']",2,0.004842519760131836,735,741
166,"('on',)","(39,)","(8200,)","(0,)","(20,)","('on',)","(14,)","(8200,)","(0,)","(8,)","['setLevel:14', 'setSaturation:8']",2,0.004720211029052734,734,740
167,"('off',)","(94,)","(5600,)","(0,)","(91,)","('on',)","(1,)","(6300,)","(0,)","(76,)","['setSaturation:76', 'setLevel:1', 'setColorTemperature:6300']",3,0.00703883171081543,1103,1108
168,"('on',)","(71,)","(2300,)","(0,)","(61,)","('on',)","(71,)","(2300,)","(91,)","(0,)",['setHue:91'],1,0.002407073974609375,368,370
169,"('off',)","(9,)","(6400,)","(96,)","(0,)","('on',)","(86,)","(6400,)","(0,)","(34,)","['setSaturation:34', 'setLevel:86']",2,0.004734516143798828,738,740
170,"('on',)","(78,)","(6500,)","(19,)","(0,)","('on',)","(78,)","(8800,)","(21,)","(0,)","['setColorTemperature:8800', 'setHue:21']",2,0.007365703582763672,1103,1113
171,"('on',)","(77,)","(4200,)","(29,)","(0,)","('on',)","(6,)","(7600,)","(0,)","(98,)","['setSaturation:98', 'setLevel:6', 'setColorTemperature:7600']",3,0.0071277618408203125,1101,1111
172,"('on',)","(56,)","(6300,)","(0,)","(12,)","('on',)","(86,)","(6300,)","(82,)","(0,)","['setHue:82', 'setLevel:86']",2,0.004766225814819336,735,741
173,"('on',)","(64,)","(8200,)","(59,)","(0,)","('on',)","(92,)","(8200,)","(45,)","(0,)","['setHue:45', 'setLevel:92']",2,0.004758358001708984,736,742
174,"('on',)","(98,)","(3900,)","(15,)","(0,)","('on',)","(93,)","(7600,)","(0,)","(36,)","['setSaturation:36', 'setLevel:93', 'setColorTemperature:7600']",3,0.007120609283447266,1101,1111
175,"('on',)","(12,)","(8500,)","(13,)","(0,)","('on',)","(61,)","(5300,)","(0,)","(35,)","['setSaturation:35', 'setColorTemperature:5300', 'setLevel:61']",3,0.007146596908569336,1101,1111
176,"('off',)","(31,)","(2700,)","(0,)","(44,)","('on',)","(31,)","(2700,)","(0,)","(44,)",['setColorTemperature:2700'],1,0.0023767948150634766,370,369
177,"('on',)","(66,)","(7700,)","(0,)","(46,)","('on',)","(66,)","(7700,)","(49,)","(0,)",['setHue:49'],1,0.002426624298095703,368,370
178,"('off',)","(38,)","(7000,)","(17,)","(0,)","('on',)","(43,)","(4800,)","(21,)","(0,)","['setColorTemperature:4800', 'setLevel:43', 'setHue:21']",3,0.011983633041381836,1840,1854
179,"('off',)","(3,)","(2900,)","(89,)","(0,)","('on',)","(3,)","(7600,)","(65,)","(0,)","['setHue:65', 'setColorTemperature:7600']",2,0.0047283172607421875,739,741
180,"('off',)","(68,)","(8300,)","(98,)","(0,)","('on',)","(88,)","(8300,)","(45,)","(0,)","['setHue:45', 'setLevel:88']",2,0.0047817230224609375,739,741
181,"('on',)","(58,)","(4500,)","(9,)","(0,)","('on',)","(10,)","(2700,)","(57,)","(0,)","['setHue:57', 'setColorTemperature:2700', 'setLevel:10']",3,0.00711512565612793,1103,1113
182,"('on',)","(38,)","(3300,)","(91,)","(0,)","('on',)","(31,)","(6400,)","(0,)","(64,)","['setSaturation:64', 'setLevel:31', 'setColorTemperature:6400']",3,0.007386922836303711,1101,1111
183,"('off',)","(18,)","(8200,)","(0,)","(53,)","('on',)","(18,)","(3500,)","(72,)","(0,)","['setHue:72', 'setColorTemperature:3500']",2,0.0047779083251953125,738,740
184,"('off',)","(2,)","(4600,)","(84,)","(0,)","('on',)","(99,)","(6400,)","(0,)","(1,)","['setSaturation:1', 'setLevel:99', 'setColorTemperature:6400']",3,0.00953817367553711,1470,1480
185,"('on',)","(9,)","(6300,)","(72,)","(0,)","('on',)","(60,)","(3700,)","(0,)","(26,)","['setSaturation:26', 'setColorTemperature:3700', 'setLevel:60']",3,0.0070972442626953125,1101,1111
186,"('on',)","(23,)","(3100,)","(39,)","(0,)","('on',)","(23,)","(3100,)","(32,)","(0,)",['setHue:32'],1,0.002452373504638672,369,371
187,"('off',)","(72,)","(4000,)","(0,)","(85,)","('on',)","(72,)","(4000,)","(38,)","(0,)",['setHue:38'],1,0.0023925304412841797,370,369
188,"('off',)","(4,)","(4100,)","(0,)","(90,)","('on',)","(6,)","(4100,)","(0,)","(56,)","['setSaturation:56', 'setLevel:6']",2,0.0047168731689453125,737,739
189,"('on',)","(91,)","(4000,)","(0,)","(43,)","('on',)","(18,)","(4000,)","(0,)","(7,)","['setLevel:18', 'setSaturation:7']",2,0.004787445068359375,734,740
190,"('on',)","(93,)","(4800,)","(0,)","(44,)","('on',)","(93,)","(4800,)","(77,)","(0,)",['setHue:77'],1,0.002421855926513672,368,370
191,"('on',)","(26,)","(3300,)","(7,)","(0,)","('on',)","(98,)","(3300,)","(0,)","(11,)","['setSaturation:11', 'setLevel:98']",2,0.0047757625579833984,735,741
192,"('off',)","(3,)","(8200,)","(13,)","(0,)","('on',)","(3,)","(3100,)","(38,)","(0,)","['setColorTemperature:3100', 'setHue:38']",2,0.004744768142700195,739,741
193,"('off',)","(28,)","(7400,)","(83,)","(0,)","('on',)","(88,)","(7400,)","(29,)","(0,)","['setHue:29', 'setLevel:88']",2,0.004792451858520508,739,741
194,"('on',)","(55,)","(4100,)","(0,)","(56,)","('on',)","(70,)","(7500,)","(0,)","(34,)","['setSaturation:34', 'setLevel:70', 'setColorTemperature:7500']",3,0.009497880935668945,1466,1480
195,"('on',)","(30,)","(8600,)","(0,)","(73,)","('on',)","(28,)","(3100,)","(0,)","(56,)","['setSaturation:56', 'setColorTemperature:3100', 'setLevel:28']",3,0.007136821746826172,1100,1110
196,"('off',)","(4,)","(7400,)","(59,)","(0,)","('on',)","(69,)","(7400,)","(0,)","(78,)","['setSaturation:78', 'setLevel:69']",2,0.004730939865112305,738,740
197,"('on',)","(87,)","(5200,)","(0,)","(66,)","('on',)","(80,)","(5200,)","(41,)","(0,)","['setHue:41', 'setLevel:80']",2,0.004749298095703125,735,741
198,"('off',)","(96,)","(5000,)","(43,)","(0,)","('on',)","(96,)","(3000,)","(64,)","(0,)","['setColorTemperature:3000', 'setHue:64']",2,0.004827022552490234,739,741
199,"('on',)","(79,)","(8900,)","(0,)","(34,)","('on',)","(79,)","(6000,)","(0,)","(66,)","['setColorTemperature:6000', 'setSaturation:66']",2,0.0047681331634521484,734,740
200,"('off',)","(55,)","(7400,)","(0,)","(70,)","('on',)","(57,)","(7400,)","(0,)","(64,)","['setSaturation:64', 'setLevel:57']",2,0.004734516143798828,737,739
201,"('off',)","(76,)","(3700,)","(52,)","(0,)","('on',)","(76,)","(3700,)","(72,)","(0,)",['setHue:72'],1,0.0024254322052001953,371,370
202,"('on',)","(8,)","(4900,)","(0,)","(84,)","('on',)","(34,)","(6900,)","(91,)","(0,)","['setHue:91', 'setLevel:34', 'setColorTemperature:6900']",3,0.007132291793823242,1102,1112
203,"('off',)","(58,)","(4200,)","(0,)","(76,)","('on',)","(92,)","(4200,)","(91,)","(0,)","['setHue:91', 'setLevel:92']",2,0.004811763763427734,738,740
204,"('off',)","(21,)","(3400,)","(17,)","(0,)","('on',)","(26,)","(7600,)","(98,)","(0,)","['setLevel:26', 'setColorTemperature:7600', 'setHue:98']",3,0.017048358917236328,2570,2596
205,"('on',)","(0,)","(8200,)","(0,)","(7,)","('on',)","(33,)","(8200,)","(0,)","(97,)","['setLevel:33', 'setSaturation:97']",2,0.007202863693237305,1103,1110
206,"('on',)","(19,)","(2900,)","(0,)","(15,)","('on',)","(56,)","(8600,)","(0,)","(62,)","['setLevel:56', 'setColorTemperature:8600', 'setSaturation:62']",3,0.01697063446044922,2558,2590
207,"('on',)","(85,)","(3800,)","(0,)","(12,)","('on',)","(35,)","(3900,)","(32,)","(0,)","['setHue:32', 'setLevel:35', 'setColorTemperature:3900']",3,0.007131099700927734,1102,1112
208,"('on',)","(22,)","(2300,)","(22,)","(0,)","('on',)","(1,)","(3900,)","(0,)","(11,)","['setSaturation:11', 'setLevel:1', 'setColorTemperature:3900']",3,0.007104396820068359,1101,1110
209,"('on',)","(82,)","(3400,)","(0,)","(76,)","('on',)","(95,)","(3400,)","(35,)","(0,)","['setHue:35', 'setLevel:95']",2,0.004781007766723633,735,741
210,"('off',)","(38,)","(8900,)","(58,)","(0,)","('on',)","(93,)","(8900,)","(0,)","(20,)","['setSaturation:20', 'setLevel:93']",2,0.004766702651977539,738,740
211,"('off',)","(0,)","(6000,)","(0,)","(24,)","('on',)","(33,)","(4500,)","(0,)","(24,)","['setColorTemperature:4500', 'setLevel:33']",2,0.004763364791870117,738,739
212,"('on',)","(62,)","(4300,)","(97,)","(0,)","('on',)","(81,)","(8200,)","(0,)","(86,)","['setSaturation:86', 'setLevel:81', 'setColorTemperature:8200']",3,0.0095062255859375,1467,1481
213,"('on',)","(51,)","(6700,)","(45,)","(0,)","('on',)","(15,)","(6900,)","(69,)","(0,)","['setLevel:15', 'setColorTemperature:6900', 'setHue:69']",3,0.014209270477294922,2202,2226
214,"('off',)","(58,)","(8400,)","(0,)","(100,)","('on',)","(7,)","(8000,)","(0,)","(89,)","['setColorTemperature:8000', 'setLevel:7', 'setSaturation:89']",3,0.011729240417480469,1835,1849
215,"('off',)","(57,)","(3300,)","(98,)","(0,)","('on',)","(57,)","(4700,)","(0,)","(22,)","['setSaturation:22', 'setColorTemperature:4700']",2,0.004792451858520508,738,740
216,"('off',)","(85,)","(2500,)","(0,)","(66,)","('on',)","(75,)","(8000,)","(0,)","(91,)","['setLevel:75', 'setColorTemperature:8000', 'setSaturation:91']",3,0.014160633087158203,2201,2219
217,"('off',)","(89,)","(8800,)","(0,)","(27,)","('on',)","(89,)","(3400,)","(32,)","(0,)","['setHue:32', 'setColorTemperature:3400']",2,0.004802227020263672,738,740
218,"('on',)","(7,)","(4900,)","(0,)","(46,)","('on',)","(7,)","(7800,)","(72,)","(0,)","['setHue:72', 'setColorTemperature:7800']",2,0.004767417907714844,735,741
219,"('on',)","(5,)","(7700,)","(0,)","(91,)","('on',)","(34,)","(7700,)","(0,)","(47,)","['setSaturation:47', 'setLevel:34']",2,0.004736900329589844,734,740
220,"('off',)","(2,)","(2300,)","(0,)","(33,)","('on',)","(88,)","(5800,)","(0,)","(2,)","['setSaturation:2', 'setLevel:88', 'setColorTemperature:5800']",3,0.009540081024169922,1469,1479
221,"('on',)","(56,)","(6300,)","(11,)","(0,)","('on',)","(8,)","(6300,)","(0,)","(79,)","['setSaturation:79', 'setLevel:8']",2,0.0047414302825927734,735,741
222,"('off',)","(55,)","(7600,)","(55,)","(0,)","('on',)","(55,)","(5200,)","(0,)","(68,)","['setSaturation:68', 'setColorTemperature:5200']",2,0.004793643951416016,738,740
223,"('on',)","(68,)","(4200,)","(30,)","(0,)","('on',)","(49,)","(4200,)","(44,)","(0,)","['setLevel:49', 'setHue:44']",2,0.0047414302825927734,736,742
224,"('on',)","(34,)","(3600,)","(0,)","(39,)","('on',)","(92,)","(4600,)","(0,)","(20,)","['setSaturation:20', 'setLevel:92', 'setColorTemperature:4600']",3,0.009447813034057617,1466,1480
225,"('off',)","(65,)","(7600,)","(0,)","(98,)","('on',)","(65,)","(7600,)","(0,)","(6,)",['setSaturation:6'],1,0.0023665428161621094,370,369
226,"('off',)","(81,)","(4500,)","(0,)","(46,)","('on',)","(81,)","(4500,)","(0,)","(75,)",['setSaturation:75'],1,0.002396106719970703,370,369
227,"('on',)","(74,)","(6600,)","(42,)","(0,)","('on',)","(42,)","(2300,)","(42,)","(0,)","['setColorTemperature:2300', 'setLevel:42']",2,0.004762172698974609,736,742
228,"('off',)","(60,)","(7500,)","(0,)","(96,)","('on',)","(60,)","(2800,)","(0,)","(59,)","['setSaturation:59', 'setColorTemperature:2800']",2,0.005021810531616211,737,739
229,"('on',)","(58,)","(3000,)","(41,)","(0,)","('on',)","(79,)","(2400,)","(83,)","(0,)","['setColorTemperature:2400', 'setLevel:79', 'setHue:83']",3,0.011830329895019531,1836,1855
230,"('off',)","(28,)","(6100,)","(0,)","(69,)","('on',)","(57,)","(7500,)","(0,)","(96,)","['setLevel:57', 'setColorTemperature:7500', 'setSaturation:96']",3,0.01688385009765625,2563,2589
231,"('off',)","(79,)","(3600,)","(77,)","(0,)","('on',)","(12,)","(3600,)","(25,)","(0,)","['setHue:25', 'setLevel:12']",2,0.0047855377197265625,739,741
232,"('on',)","(88,)","(3700,)","(0,)","(11,)","('on',)","(53,)","(3700,)","(0,)","(78,)","['setLevel:53', 'setSaturation:78']",2,0.004790306091308594,734,740
233,"('on',)","(64,)","(7200,)","(59,)","(0,)","('on',)","(77,)","(5000,)","(17,)","(0,)","['setHue:17', 'setColorTemperature:5000', 'setLevel:77']",3,0.007195949554443359,1103,1113
234,"('on',)","(80,)","(8300,)","(19,)","(0,)","('on',)","(80,)","(6300,)","(7,)","(0,)","['setColorTemperature:6300', 'setHue:7']",2,0.004759550094604492,736,742
235,"('off',)","(4,)","(6000,)","(0,)","(11,)","('on',)","(61,)","(4400,)","(44,)","(0,)","['setHue:44', 'setColorTemperature:4400', 'setLevel:61']",3,0.00713658332824707,1105,1111
236,"('on',)","(94,)","(4800,)","(0,)","(56,)","('on',)","(94,)","(4800,)","(26,)","(0,)",['setHue:26'],1,0.0024101734161376953,368,370
237,"('off',)","(64,)","(2900,)","(0,)","(97,)","('on',)","(89,)","(2900,)","(58,)","(0,)","['setHue:58', 'setLevel:89']",2,0.004800319671630859,738,740
238,"('on',)","(46,)","(7500,)","(26,)","(0,)","('on',)","(46,)","(7500,)","(53,)","(0,)",['setHue:53'],1,0.0024001598358154297,369,371
239,"('on',)","(22,)","(7000,)","(0,)","(93,)","('on',)","(95,)","(6300,)","(87,)","(0,)","['setHue:87', 'setColorTemperature:6300', 'setLevel:95']",3,0.0071904659271240234,1102,1112
240,"('on',)","(77,)","(5500,)","(61,)","(0,)","('on',)","(70,)","(5500,)","(0,)","(100,)","['setSaturation:100', 'setLevel:70']",2,0.00484919548034668,735,741
241,"('off',)","(4,)","(5100,)","(0,)","(44,)","('on',)","(10,)","(5200,)","(0,)","(89,)","['setLevel:10', 'setColorTemperature:5200', 'setSaturation:89']",3,0.014229774475097656,2201,2219
242,"('on',)","(51,)","(7000,)","(0,)","(22,)","('on',)","(4,)","(2200,)","(1,)","(0,)","['setHue:1', 'setColorTemperature:2200', 'setLevel:4']",3,0.007103443145751953,1102,1111
243,"('on',)","(37,)","(6400,)","(0,)","(87,)","('on',)","(95,)","(6400,)","(0,)","(90,)","['setLevel:95', 'setSaturation:90']",2,0.007176399230957031,1100,1110
244,"('on',)","(88,)","(3200,)","(0,)","(18,)","('on',)","(88,)","(3200,)","(66,)","(0,)",['setHue:66'],1,0.0023834705352783203,368,370
245,"('on',)","(45,)","(7100,)","(0,)","(23,)","('on',)","(54,)","(7100,)","(0,)","(35,)","['setLevel:54', 'setSaturation:35']",2,0.00718379020690918,1100,1110
246,"('off',)","(41,)","(3200,)","(9,)","(0,)","('on',)","(20,)","(7200,)","(0,)","(18,)","['setSaturation:18', 'setLevel:20', 'setColorTemperature:7200']",3,0.0072023868560791016,1104,1110
247,"('off',)","(76,)","(8800,)","(14,)","(0,)","('on',)","(10,)","(7900,)","(26,)","(0,)","['setColorTemperature:7900', 'setLevel:10', 'setHue:26']",3,0.009509801864624023,1473,1483
248,"('on',)","(36,)","(2200,)","(91,)","(0,)","('on',)","(72,)","(2200,)","(0,)","(26,)","['setSaturation:26', 'setLevel:72']",2,0.004767894744873047,735,739
249,"('off',)","(70,)","(5000,)","(0,)","(18,)","('on',)","(91,)","(5000,)","(88,)","(0,)","['setHue:88', 'setLevel:91']",2,0.0047838687896728516,738,740
250,"('off',)","(26,)","(4700,)","(69,)","(0,)","('on',)","(69,)","(4700,)","(49,)","(0,)","['setHue:49', 'setLevel:69']",2,0.004754304885864258,739,741
251,"('on',)","(24,)","(6400,)","(0,)","(17,)","('on',)","(24,)","(3600,)","(0,)","(60,)","['setColorTemperature:3600', 'setSaturation:60']",2,0.004803657531738281,734,740
252,"('off',)","(89,)","(2800,)","(0,)","(35,)","('on',)","(89,)","(7200,)","(90,)","(0,)","['setHue:90', 'setColorTemperature:7200']",2,0.004738807678222656,738,740
253,"('off',)","(89,)","(3700,)","(0,)","(72,)","('on',)","(50,)","(8400,)","(0,)","(72,)","['setLevel:50', 'setColorTemperature:8400']",2,0.004736900329589844,737,739
254,"('off',)","(79,)","(4600,)","(34,)","(0,)","('on',)","(93,)","(6400,)","(35,)","(0,)","['setLevel:93', 'setColorTemperature:6400', 'setHue:35']",3,0.016758203506469727,2570,2596
255,"('off',)","(38,)","(6900,)","(84,)","(0,)","('on',)","(23,)","(8700,)","(0,)","(73,)","['setSaturation:73', 'setLevel:23', 'setColorTemperature:8700']",3,0.007242441177368164,1104,1110
256,"('off',)","(54,)","(4200,)","(0,)","(30,)","('on',)","(70,)","(3600,)","(0,)","(30,)","['setColorTemperature:3600', 'setLevel:70']",2,0.004804849624633789,737,739
257,"('off',)","(67,)","(7700,)","(0,)","(38,)","('on',)","(10,)","(7700,)","(0,)","(18,)","['setSaturation:18', 'setLevel:10']",2,0.004883289337158203,737,739
258,"('on',)","(6,)","(2300,)","(0,)","(9,)","('on',)","(6,)","(4500,)","(41,)","(0,)","['setHue:41', 'setColorTemperature:4500']",2,0.004789590835571289,735,741
259,"('off',)","(55,)","(5900,)","(23,)","(0,)","('on',)","(53,)","(5900,)","(0,)","(44,)","['setSaturation:44', 'setLevel:53']",2,0.004788875579833984,738,740
260,"('off',)","(53,)","(6100,)","(0,)","(94,)","('on',)","(62,)","(6100,)","(61,)","(0,)","['setHue:61', 'setLevel:62']",2,0.0047626495361328125,738,740
261,"('off',)","(50,)","(8700,)","(57,)","(0,)","('on',)","(54,)","(8500,)","(99,)","(0,)","['setColorTemperature:8500', 'setLevel:54', 'setHue:99']",3,0.011881828308105469,1840,1854
262,"('on',)","(5,)","(4100,)","(0,)","(17,)","('on',)","(5,)","(2500,)","(73,)","(0,)","['setHue:73', 'setColorTemperature:2500']",2,0.00486302375793457,735,741
263,"('off',)","(61,)","(2700,)","(39,)","(0,)","('on',)","(48,)","(4100,)","(0,)","(93,)","['setSaturation:93', 'setLevel:48', 'setColorTemperature:4100']",3,0.007128477096557617,1104,1110
264,"('on',)","(76,)","(4000,)","(62,)","(0,)","('on',)","(9,)","(8000,)","(0,)","(64,)","['setSaturation:64', 'setLevel:9', 'setColorTemperature:8000']",3,0.009551763534545898,1467,1481
265,"('on',)","(44,)","(3600,)","(0,)","(89,)","('on',)","(29,)","(7200,)","(35,)","(0,)","['setHue:35', 'setLevel:29', 'setColorTemperature:7200']",3,0.007114887237548828,1102,1112
266,"('off',)","(18,)","(6500,)","(55,)","(0,)","('on',)","(9,)","(6500,)","(82,)","(0,)","['setLevel:9', 'setHue:82']",2,0.0070688724517822266,1107,1112
267,"('on',)","(35,)","(3800,)","(45,)","(0,)","('on',)","(85,)","(2400,)","(0,)","(64,)","['setSaturation:64', 'setColorTemperature:2400', 'setLevel:85']",3,0.0071756839752197266,1101,1111
268,"('on',)","(34,)","(6900,)","(0,)","(100,)","('on',)","(34,)","(7500,)","(0,)","(71,)","['setColorTemperature:7500', 'setSaturation:71']",2,0.007051944732666016,1100,1110
269,"('on',)","(28,)","(8800,)","(0,)","(82,)","('on',)","(28,)","(4800,)","(0,)","(70,)","['setSaturation:70', 'setColorTemperature:4800']",2,0.0047838687896728516,734,740
270,"('on',)","(99,)","(2400,)","(57,)","(0,)","('on',)","(100,)","(2400,)","(100,)","(0,)","['setHue:100', 'setLevel:100']",2,0.004712104797363281,736,742
271,"('on',)","(37,)","(2400,)","(59,)","(0,)","('on',)","(43,)","(3500,)","(98,)","(0,)","['setLevel:43', 'setColorTemperature:3500', 'setHue:98']",3,0.016802310943603516,2565,2597
272,"('on',)","(57,)","(3900,)","(54,)","(0,)","('on',)","(57,)","(7100,)","(8,)","(0,)","['setColorTemperature:7100', 'setHue:8']",2,0.007165193557739258,1103,1113
273,"('off',)","(40,)","(5400,)","(0,)","(80,)","('on',)","(87,)","(5400,)","(0,)","(54,)","['setSaturation:54', 'setLevel:87']",2,0.0048198699951171875,737,739
274,"('on',)","(23,)","(5300,)","(0,)","(23,)","('on',)","(61,)","(5300,)","(0,)","(91,)","['setLevel:61', 'setSaturation:91']",2,0.007155656814575195,1100,1110
275,"('on',)","(33,)","(7100,)","(0,)","(82,)","('on',)","(94,)","(7100,)","(0,)","(32,)","['setSaturation:32', 'setLevel:94']",2,0.00479435920715332,734,740
276,"('on',)","(95,)","(5600,)","(0,)","(12,)","('on',)","(49,)","(8000,)","(0,)","(4,)","['setLevel:49', 'setColorTemperature:8000', 'setSaturation:4']",3,0.01434469223022461,2196,2220
277,"('off',)","(46,)","(6600,)","(92,)","(0,)","('on',)","(46,)","(6600,)","(0,)","(3,)",['setSaturation:3'],1,0.0024018287658691406,371,370
278,"('on',)","(48,)","(7400,)","(82,)","(0,)","('on',)","(62,)","(7400,)","(47,)","(0,)","['setHue:47', 'setLevel:62']",2,0.004774570465087891,736,742
279,"('off',)","(26,)","(7000,)","(0,)","(45,)","('on',)","(7,)","(7000,)","(58,)","(0,)","['setHue:58', 'setLevel:7']",2,0.004762411117553711,738,740
280,"('off',)","(5,)","(7400,)","(0,)","(93,)","('on',)","(26,)","(7400,)","(34,)","(0,)","['setHue:34', 'setLevel:26']",2,0.004734039306640625,738,740
281,"('off',)","(67,)","(8100,)","(63,)","(0,)","('on',)","(67,)","(3300,)","(27,)","(0,)","['setHue:27', 'setColorTemperature:3300']",2,0.004741668701171875,739,741
282,"('on',)","(43,)","(8600,)","(0,)","(18,)","('on',)","(45,)","(8600,)","(98,)","(0,)","['setHue:98', 'setLevel:45']",2,0.0047872066497802734,735,741
283,"('on',)","(31,)","(8300,)","(0,)","(40,)","('on',)","(46,)","(8300,)","(40,)","(0,)","['setHue:40', 'setLevel:46']",2,0.004757881164550781,735,741
284,"('off',)","(41,)","(8500,)","(0,)","(98,)","('on',)","(4,)","(8500,)","(96,)","(0,)","['setHue:96', 'setLevel:4']",2,0.004746198654174805,738,740
285,"('on',)","(71,)","(3300,)","(0,)","(98,)","('on',)","(19,)","(5500,)","(66,)","(0,)","['setHue:66', 'setLevel:19', 'setColorTemperature:5500']",3,0.00719141960144043,1102,1112
286,"('off',)","(73,)","(2500,)","(37,)","(0,)","('on',)","(18,)","(5000,)","(0,)","(25,)","['setSaturation:25', 'setLevel:18', 'setColorTemperature:5000']",3,0.007129669189453125,1104,1110
287,"('off',)","(48,)","(8800,)","(69,)","(0,)","('on',)","(48,)","(8200,)","(31,)","(0,)","['setHue:31', 'setColorTemperature:8200']",2,0.00481724739074707,739,741
288,"('on',)","(53,)","(3300,)","(57,)","(0,)","('on',)","(86,)","(3400,)","(40,)","(0,)","['setHue:40', 'setLevel:86', 'setColorTemperature:3400']",3,0.009523630142211914,1470,1484
289,"('on',)","(89,)","(6800,)","(0,)","(40,)","('on',)","(58,)","(4200,)","(57,)","(0,)","['setHue:57', 'setColorTemperature:4200', 'setLevel:58']",3,0.0071582794189453125,1102,1112
290,"('off',)","(68,)","(6600,)","(0,)","(71,)","('on',)","(86,)","(8500,)","(0,)","(71,)","['setLevel:86', 'setColorTemperature:8500']",2,0.007129192352294922,1104,1109
291,"('on',)","(91,)","(5700,)","(61,)","(0,)","('on',)","(81,)","(5600,)","(65,)","(0,)","['setColorTemperature:5600', 'setLevel:81', 'setHue:65']",3,0.009562969207763672,1469,1484
292,"('on',)","(24,)","(7300,)","(0,)","(45,)","('on',)","(65,)","(8500,)","(0,)","(77,)","['setLevel:65', 'setColorTemperature:8500', 'setSaturation:77']",3,0.016950607299804688,2558,2590
293,"('on',)","(31,)","(3400,)","(15,)","(0,)","('on',)","(31,)","(3400,)","(0,)","(83,)",['setSaturation:83'],1,0.0024111270904541016,369,371
294,"('on',)","(54,)","(6800,)","(21,)","(0,)","('on',)","(54,)","(6800,)","(51,)","(0,)",['setHue:51'],1,0.002446413040161133,369,371
295,"('off',)","(0,)","(4200,)","(0,)","(28,)","('on',)","(0,)","(8300,)","(80,)","(0,)","['setHue:80', 'setColorTemperature:8300']",2,0.00477910041809082,739,740
