,prev,prev,prev,prev,prev,next,next,next,next,next,plan,plan,plan,plan,plan
323,"('on',)","(9,)","(3600,)","(99,)","(0,)","('on',)","(1,)","(3600,)","(10,)","(0,)","['setHue:10', 'setLevel:1']",2,0.004813671112060547,736,742
324,"('on',)","(31,)","(7200,)","(0,)","(82,)","('on',)","(40,)","(8400,)","(0,)","(82,)","['setLevel:40', 'setColorTemperature:8400']",2,0.007146596908569336,1100,1110
325,"('off',)","(37,)","(4900,)","(35,)","(0,)","('on',)","(26,)","(4900,)","(35,)","(0,)",['setLevel:26'],1,0.002400636672973633,371,370
326,"('on',)","(90,)","(7300,)","(67,)","(0,)","('on',)","(90,)","(7300,)","(60,)","(0,)",['setHue:60'],1,0.002460956573486328,369,371
327,"('on',)","(72,)","(3900,)","(97,)","(0,)","('on',)","(72,)","(3700,)","(0,)","(86,)","['setSaturation:86', 'setColorTemperature:3700']",2,0.004785060882568359,735,741
328,"('on',)","(38,)","(4800,)","(31,)","(0,)","('on',)","(38,)","(4800,)","(72,)","(0,)",['setHue:72'],1,0.0023822784423828125,369,371
329,"('on',)","(62,)","(5900,)","(49,)","(0,)","('on',)","(62,)","(5900,)","(94,)","(0,)",['setHue:94'],1,0.0024139881134033203,369,371
330,"('off',)","(75,)","(8700,)","(43,)","(0,)","('on',)","(75,)","(8400,)","(60,)","(0,)","['setColorTemperature:8400', 'setHue:60']",2,0.0048542022705078125,739,741
331,"('on',)","(64,)","(2900,)","(0,)","(78,)","('on',)","(7,)","(2900,)","(20,)","(0,)","['setHue:20', 'setLevel:7']",2,0.004715919494628906,735,741
332,"('on',)","(41,)","(8100,)","(0,)","(88,)","('on',)","(61,)","(8100,)","(71,)","(0,)","['setHue:71', 'setLevel:61']",2,0.00478672981262207,735,741
333,"('on',)","(74,)","(6600,)","(33,)","(0,)","('on',)","(74,)","(6600,)","(49,)","(0,)",['setHue:49'],1,0.0024101734161376953,369,371
334,"('off',)","(74,)","(5300,)","(0,)","(5,)","('on',)","(74,)","(7100,)","(15,)","(0,)","['setHue:15', 'setColorTemperature:7100']",2,0.004791259765625,738,740
335,"('off',)","(97,)","(2900,)","(18,)","(0,)","('on',)","(2,)","(2900,)","(0,)","(87,)","['setSaturation:87', 'setLevel:2']",2,0.004773139953613281,738,740
336,"('on',)","(53,)","(5400,)","(0,)","(77,)","('on',)","(53,)","(5400,)","(88,)","(0,)",['setHue:88'],1,0.0023965835571289062,368,370
337,"('off',)","(67,)","(4500,)","(0,)","(0,)","('on',)","(67,)","(4100,)","(16,)","(0,)","['setColorTemperature:4100', 'setHue:16']",2,0.004754781723022461,738,739
338,"('off',)","(97,)","(4100,)","(0,)","(47,)","('on',)","(97,)","(4100,)","(36,)","(0,)",['setHue:36'],1,0.002409219741821289,370,369
339,"('on',)","(13,)","(5000,)","(51,)","(0,)","('on',)","(13,)","(5000,)","(52,)","(0,)",['setHue:52'],1,0.0024406909942626953,369,371
340,"('off',)","(44,)","(3200,)","(0,)","(43,)","('on',)","(44,)","(3200,)","(0,)","(81,)",['setSaturation:81'],1,0.0024042129516601562,370,369
341,"('on',)","(73,)","(4400,)","(0,)","(41,)","('on',)","(73,)","(4400,)","(58,)","(0,)",['setHue:58'],1,0.0023932456970214844,368,370
342,"('off',)","(16,)","(2700,)","(75,)","(0,)","('on',)","(75,)","(2700,)","(0,)","(71,)","['setSaturation:71', 'setLevel:75']",2,0.0048274993896484375,738,740
343,"('on',)","(67,)","(3800,)","(0,)","(22,)","('on',)","(4,)","(3800,)","(0,)","(93,)","['setLevel:4', 'setSaturation:93']",2,0.004716157913208008,734,740
344,"('on',)","(86,)","(4400,)","(0,)","(46,)","('on',)","(45,)","(4400,)","(68,)","(0,)","['setHue:68', 'setLevel:45']",2,0.004759788513183594,735,741
345,"('off',)","(42,)","(8700,)","(0,)","(87,)","('on',)","(42,)","(7000,)","(0,)","(89,)","['setColorTemperature:7000', 'setSaturation:89']",2,0.0047626495361328125,737,739
346,"('on',)","(5,)","(8600,)","(16,)","(0,)","('on',)","(57,)","(2300,)","(16,)","(0,)","['setColorTemperature:2300', 'setLevel:57']",2,0.004767656326293945,736,742
347,"('on',)","(50,)","(5800,)","(60,)","(0,)","('on',)","(87,)","(5800,)","(60,)","(0,)",['setLevel:87'],1,0.0024199485778808594,369,371
348,"('off',)","(29,)","(8600,)","(67,)","(0,)","('on',)","(29,)","(8600,)","(73,)","(0,)",['setHue:73'],1,0.002434968948364258,371,370
349,"('off',)","(43,)","(7400,)","(0,)","(42,)","('on',)","(43,)","(8400,)","(0,)","(42,)",['setColorTemperature:8400'],1,0.002428770065307617,370,369
350,"('on',)","(51,)","(5500,)","(0,)","(14,)","('on',)","(64,)","(5500,)","(0,)","(69,)","['setLevel:64', 'setSaturation:69']",2,0.007215261459350586,1100,1110
351,"('off',)","(61,)","(6200,)","(0,)","(86,)","('on',)","(26,)","(6200,)","(0,)","(34,)","['setSaturation:34', 'setLevel:26']",2,0.004872798919677734,737,739
352,"('on',)","(16,)","(4400,)","(4,)","(0,)","('on',)","(76,)","(4400,)","(0,)","(2,)","['setSaturation:2', 'setLevel:76']",2,0.00477147102355957,735,741
353,"('off',)","(15,)","(8100,)","(73,)","(0,)","('on',)","(15,)","(8100,)","(22,)","(0,)",['setHue:22'],1,0.0024187564849853516,371,370
354,"('off',)","(46,)","(3100,)","(6,)","(0,)","('on',)","(55,)","(3100,)","(75,)","(0,)","['setLevel:55', 'setHue:75']",2,0.0071370601654052734,1107,1112
355,"('on',)","(68,)","(4500,)","(0,)","(46,)","('on',)","(71,)","(3400,)","(0,)","(46,)","['setColorTemperature:3400', 'setLevel:71']",2,0.004777669906616211,734,740
356,"('on',)","(23,)","(8000,)","(10,)","(0,)","('on',)","(23,)","(8000,)","(0,)","(9,)",['setSaturation:9'],1,0.0024313926696777344,369,371
357,"('off',)","(50,)","(8700,)","(97,)","(0,)","('on',)","(59,)","(8700,)","(97,)","(0,)",['setLevel:59'],1,0.002403736114501953,371,370
358,"('on',)","(67,)","(3600,)","(43,)","(0,)","('on',)","(8,)","(4400,)","(43,)","(0,)","['setLevel:8', 'setColorTemperature:4400']",2,0.007096767425537109,1103,1113
359,"('off',)","(8,)","(5600,)","(37,)","(0,)","('on',)","(45,)","(5600,)","(0,)","(1,)","['setSaturation:1', 'setLevel:45']",2,0.004761695861816406,738,740
360,"('off',)","(52,)","(7100,)","(0,)","(0,)","('on',)","(52,)","(7100,)","(0,)","(59,)",['setSaturation:59'],1,0.0023953914642333984,370,369
361,"('off',)","(95,)","(8900,)","(0,)","(78,)","('on',)","(61,)","(8900,)","(0,)","(78,)",['setLevel:61'],1,0.0023908615112304688,370,369
362,"('off',)","(34,)","(7800,)","(59,)","(0,)","('on',)","(34,)","(3800,)","(65,)","(0,)","['setColorTemperature:3800', 'setHue:65']",2,0.004777669906616211,739,741
363,"('on',)","(18,)","(8100,)","(0,)","(15,)","('on',)","(18,)","(7600,)","(0,)","(15,)",['setColorTemperature:7600'],1,0.0024275779724121094,368,370
364,"('on',)","(63,)","(3500,)","(19,)","(0,)","('on',)","(63,)","(3500,)","(0,)","(28,)",['setSaturation:28'],1,0.002423524856567383,369,371
365,"('off',)","(36,)","(4200,)","(0,)","(36,)","('on',)","(30,)","(4200,)","(0,)","(36,)",['setLevel:30'],1,0.002383708953857422,370,369
366,"('off',)","(77,)","(5800,)","(0,)","(12,)","('on',)","(77,)","(5800,)","(72,)","(0,)",['setHue:72'],1,0.0023996829986572266,370,369
367,"('on',)","(39,)","(4200,)","(48,)","(0,)","('on',)","(39,)","(4200,)","(81,)","(0,)",['setHue:81'],1,0.0024352073669433594,369,371
368,"('off',)","(41,)","(8900,)","(0,)","(81,)","('on',)","(50,)","(6800,)","(0,)","(81,)","['setColorTemperature:6800', 'setLevel:50']",2,0.004786968231201172,737,739
369,"('on',)","(65,)","(6000,)","(0,)","(77,)","('on',)","(65,)","(2900,)","(25,)","(0,)","['setHue:25', 'setColorTemperature:2900']",2,0.004724740982055664,735,741
370,"('off',)","(41,)","(7100,)","(0,)","(89,)","('on',)","(45,)","(7100,)","(100,)","(0,)","['setHue:100', 'setLevel:45']",2,0.004751682281494141,738,740
371,"('off',)","(35,)","(8700,)","(44,)","(0,)","('on',)","(35,)","(2700,)","(0,)","(25,)","['setSaturation:25', 'setColorTemperature:2700']",2,0.004754781723022461,738,740
372,"('off',)","(68,)","(7300,)","(0,)","(35,)","('on',)","(68,)","(7300,)","(46,)","(0,)",['setHue:46'],1,0.0024170875549316406,370,369
373,"('off',)","(65,)","(4000,)","(0,)","(92,)","('on',)","(90,)","(4000,)","(0,)","(73,)","['setSaturation:73', 'setLevel:90']",2,0.004784107208251953,737,739
374,"('on',)","(41,)","(5100,)","(48,)","(0,)","('on',)","(96,)","(5100,)","(0,)","(83,)","['setSaturation:83', 'setLevel:96']",2,0.004792451858520508,735,741
375,"('off',)","(19,)","(5100,)","(70,)","(0,)","('on',)","(13,)","(6900,)","(70,)","(0,)","['setLevel:13', 'setColorTemperature:6900']",2,0.004753589630126953,739,741
376,"('on',)","(93,)","(3200,)","(0,)","(60,)","('on',)","(93,)","(3200,)","(85,)","(0,)",['setHue:85'],1,0.0023987293243408203,368,370
377,"('off',)","(59,)","(6800,)","(36,)","(0,)","('on',)","(59,)","(3200,)","(0,)","(90,)","['setSaturation:90', 'setColorTemperature:3200']",2,0.004746437072753906,738,740
378,"('off',)","(28,)","(4500,)","(14,)","(0,)","('on',)","(26,)","(4500,)","(14,)","(0,)",['setLevel:26'],1,0.0023756027221679688,371,370
379,"('on',)","(65,)","(3400,)","(0,)","(43,)","('on',)","(65,)","(3400,)","(3,)","(0,)",['setHue:3'],1,0.0023915767669677734,368,370
380,"('off',)","(90,)","(5500,)","(0,)","(57,)","('on',)","(43,)","(5500,)","(51,)","(0,)","['setHue:51', 'setLevel:43']",2,0.0047359466552734375,738,740
381,"('off',)","(36,)","(3000,)","(0,)","(83,)","('on',)","(36,)","(5400,)","(0,)","(100,)","['setSaturation:100', 'setColorTemperature:5400']",2,0.004754066467285156,737,739
382,"('on',)","(70,)","(6400,)","(0,)","(29,)","('on',)","(70,)","(6400,)","(48,)","(0,)",['setHue:48'],1,0.0023970603942871094,368,370
383,"('off',)","(78,)","(6800,)","(0,)","(67,)","('on',)","(64,)","(6800,)","(0,)","(99,)","['setLevel:64', 'setSaturation:99']",2,0.004752159118652344,737,739
384,"('off',)","(50,)","(4700,)","(0,)","(98,)","('on',)","(32,)","(4700,)","(0,)","(47,)","['setSaturation:47', 'setLevel:32']",2,0.004762172698974609,737,739
385,"('on',)","(100,)","(5100,)","(5,)","(0,)","('on',)","(100,)","(5100,)","(0,)","(23,)",['setSaturation:23'],1,0.002409696578979492,369,371
386,"('on',)","(90,)","(4800,)","(0,)","(96,)","('on',)","(71,)","(3300,)","(0,)","(96,)","['setColorTemperature:3300', 'setLevel:71']",2,0.004773855209350586,734,740
387,"('on',)","(43,)","(6700,)","(0,)","(28,)","('on',)","(43,)","(3400,)","(0,)","(28,)",['setColorTemperature:3400'],1,0.002412080764770508,368,370
388,"('on',)","(82,)","(5500,)","(13,)","(0,)","('on',)","(82,)","(5500,)","(63,)","(0,)",['setHue:63'],1,0.0024263858795166016,369,371
389,"('off',)","(26,)","(6700,)","(0,)","(56,)","('on',)","(26,)","(6700,)","(0,)","(41,)",['setSaturation:41'],1,0.0024123191833496094,370,369
390,"('on',)","(72,)","(4100,)","(0,)","(8,)","('on',)","(72,)","(8000,)","(0,)","(8,)",['setColorTemperature:8000'],1,0.002422332763671875,368,370
391,"('on',)","(46,)","(6600,)","(13,)","(0,)","('on',)","(93,)","(6600,)","(94,)","(0,)","['setLevel:93', 'setHue:94']",2,0.007234096527099609,1103,1113
392,"('on',)","(32,)","(5000,)","(86,)","(0,)","('on',)","(32,)","(3400,)","(0,)","(96,)","['setSaturation:96', 'setColorTemperature:3400']",2,0.0048253536224365234,735,741
393,"('off',)","(60,)","(3700,)","(0,)","(10,)","('on',)","(97,)","(3700,)","(12,)","(0,)","['setHue:12', 'setLevel:97']",2,0.004835844039916992,738,740
394,"('on',)","(86,)","(8100,)","(0,)","(32,)","('on',)","(11,)","(8100,)","(0,)","(79,)","['setLevel:11', 'setSaturation:79']",2,0.004745006561279297,734,740
395,"('on',)","(95,)","(5300,)","(81,)","(0,)","('on',)","(10,)","(5700,)","(81,)","(0,)","['setLevel:10', 'setColorTemperature:5700']",2,0.004828691482543945,736,742
396,"('on',)","(23,)","(4600,)","(21,)","(0,)","('on',)","(97,)","(4600,)","(21,)","(0,)",['setLevel:97'],1,0.002401113510131836,369,371
397,"('off',)","(67,)","(3500,)","(0,)","(99,)","('on',)","(8,)","(3800,)","(0,)","(99,)","['setLevel:8', 'setColorTemperature:3800']",2,0.0071299076080322266,1104,1109
398,"('on',)","(44,)","(5100,)","(0,)","(50,)","('on',)","(44,)","(5100,)","(75,)","(0,)",['setHue:75'],1,0.0024068355560302734,368,370
399,"('off',)","(63,)","(6800,)","(75,)","(0,)","('on',)","(86,)","(6800,)","(0,)","(22,)","['setSaturation:22', 'setLevel:86']",2,0.0050029754638671875,738,740
400,"('off',)","(37,)","(6200,)","(9,)","(0,)","('on',)","(43,)","(6200,)","(72,)","(0,)","['setHue:72', 'setLevel:43']",2,0.004793882369995117,739,741
401,"('off',)","(93,)","(8500,)","(0,)","(78,)","('on',)","(93,)","(3200,)","(43,)","(0,)","['setHue:43', 'setColorTemperature:3200']",2,0.004765033721923828,738,740
402,"('on',)","(14,)","(8000,)","(0,)","(21,)","('on',)","(24,)","(3700,)","(0,)","(21,)","['setColorTemperature:3700', 'setLevel:24']",2,0.00476837158203125,734,740
403,"('off',)","(63,)","(5700,)","(0,)","(22,)","('on',)","(30,)","(5700,)","(10,)","(0,)","['setHue:10', 'setLevel:30']",2,0.004826545715332031,738,740
404,"('on',)","(32,)","(6100,)","(80,)","(0,)","('off',)","(23,)","(6100,)","(80,)","(0,)","['setLevel:23', 'setLevel:0']",2,0.007238626480102539,1101,1112
405,"('off',)","(6,)","(7000,)","(0,)","(74,)","('on',)","(65,)","(7000,)","(0,)","(24,)","['setSaturation:24', 'setLevel:65']",2,0.004737377166748047,737,739
406,"('on',)","(94,)","(2400,)","(89,)","(0,)","('on',)","(98,)","(2400,)","(57,)","(0,)","['setHue:57', 'setLevel:98']",2,0.00485682487487793,736,742
407,"('on',)","(37,)","(2800,)","(0,)","(75,)","('on',)","(37,)","(2800,)","(0,)","(5,)",['setSaturation:5'],1,0.0024445056915283203,368,370
408,"('on',)","(45,)","(5200,)","(0,)","(34,)","('on',)","(45,)","(5600,)","(0,)","(34,)",['setColorTemperature:5600'],1,0.0024220943450927734,368,370
409,"('off',)","(80,)","(2600,)","(0,)","(59,)","('on',)","(80,)","(2800,)","(54,)","(0,)","['setHue:54', 'setColorTemperature:2800']",2,0.004756927490234375,738,740
410,"('on',)","(35,)","(8000,)","(0,)","(36,)","('on',)","(35,)","(7500,)","(0,)","(4,)","['setColorTemperature:7500', 'setSaturation:4']",2,0.004811525344848633,734,740
411,"('off',)","(29,)","(4000,)","(0,)","(18,)","('on',)","(76,)","(4000,)","(91,)","(0,)","['setHue:91', 'setLevel:76']",2,0.0047299861907958984,738,740
412,"('off',)","(5,)","(2800,)","(26,)","(0,)","('on',)","(11,)","(2800,)","(26,)","(0,)",['setLevel:11'],1,0.0023865699768066406,371,370
413,"('off',)","(13,)","(4300,)","(0,)","(55,)","('on',)","(41,)","(4300,)","(86,)","(0,)","['setHue:86', 'setLevel:41']",2,0.004750967025756836,738,740
414,"('off',)","(9,)","(7200,)","(35,)","(0,)","('on',)","(65,)","(7200,)","(40,)","(0,)","['setLevel:65', 'setHue:40']",2,0.004764080047607422,739,741
415,"('on',)","(97,)","(5100,)","(56,)","(0,)","('on',)","(72,)","(5100,)","(0,)","(43,)","['setSaturation:43', 'setLevel:72']",2,0.004765987396240234,735,741
416,"('on',)","(61,)","(7900,)","(18,)","(0,)","('on',)","(61,)","(7900,)","(0,)","(76,)",['setSaturation:76'],1,0.0023996829986572266,369,371
417,"('off',)","(98,)","(6900,)","(97,)","(0,)","('on',)","(98,)","(6900,)","(0,)","(50,)",['setSaturation:50'],1,0.0023849010467529297,371,370
418,"('off',)","(33,)","(6200,)","(0,)","(84,)","('on',)","(33,)","(6200,)","(52,)","(0,)",['setHue:52'],1,0.0023877620697021484,370,369
419,"('on',)","(83,)","(6500,)","(0,)","(95,)","('on',)","(83,)","(6500,)","(47,)","(0,)",['setHue:47'],1,0.002401113510131836,368,370
420,"('off',)","(91,)","(6600,)","(57,)","(0,)","('on',)","(36,)","(6600,)","(0,)","(41,)","['setSaturation:41', 'setLevel:36']",2,0.004808187484741211,738,740
421,"('on',)","(86,)","(4000,)","(35,)","(0,)","('on',)","(43,)","(3800,)","(35,)","(0,)","['setColorTemperature:3800', 'setLevel:43']",2,0.004770755767822266,736,742
422,"('on',)","(71,)","(7300,)","(0,)","(79,)","('on',)","(71,)","(6400,)","(77,)","(0,)","['setHue:77', 'setColorTemperature:6400']",2,0.004778385162353516,735,741
423,"('off',)","(44,)","(8000,)","(0,)","(1,)","('on',)","(44,)","(2300,)","(65,)","(0,)","['setHue:65', 'setColorTemperature:2300']",2,0.0047872066497802734,738,740
424,"('on',)","(91,)","(6700,)","(0,)","(29,)","('on',)","(16,)","(6700,)","(72,)","(0,)","['setHue:72', 'setLevel:16']",2,0.004786491394042969,735,741
425,"('on',)","(15,)","(8900,)","(0,)","(20,)","('on',)","(15,)","(8900,)","(59,)","(0,)",['setHue:59'],1,0.0023927688598632812,368,370
426,"('on',)","(30,)","(5800,)","(75,)","(0,)","('on',)","(30,)","(5800,)","(0,)","(14,)",['setSaturation:14'],1,0.0024008750915527344,369,371
427,"('off',)","(25,)","(7500,)","(50,)","(0,)","('on',)","(41,)","(4700,)","(50,)","(0,)","['setColorTemperature:4700', 'setLevel:41']",2,0.004778861999511719,739,741
428,"('on',)","(81,)","(2200,)","(0,)","(0,)","('on',)","(81,)","(2200,)","(0,)","(84,)",['setSaturation:84'],1,0.002386331558227539,369,369
429,"('on',)","(77,)","(5900,)","(81,)","(0,)","('on',)","(77,)","(3700,)","(81,)","(0,)",['setColorTemperature:3700'],1,0.0023996829986572266,369,371
430,"('off',)","(7,)","(7400,)","(0,)","(9,)","('on',)","(7,)","(7400,)","(3,)","(0,)",['setHue:3'],1,0.0024280548095703125,370,369
431,"('on',)","(67,)","(4000,)","(0,)","(36,)","('on',)","(12,)","(4000,)","(0,)","(24,)","['setSaturation:24', 'setLevel:12']",2,0.004777669906616211,734,740
432,"('off',)","(67,)","(7900,)","(0,)","(57,)","('on',)","(33,)","(7900,)","(0,)","(36,)","['setSaturation:36', 'setLevel:33']",2,0.004726409912109375,737,739
433,"('off',)","(67,)","(8100,)","(0,)","(53,)","('on',)","(67,)","(8100,)","(38,)","(0,)",['setHue:38'],1,0.002382516860961914,370,369
434,"('off',)","(96,)","(8300,)","(74,)","(0,)","('on',)","(41,)","(8300,)","(0,)","(11,)","['setSaturation:11', 'setLevel:41']",2,0.004782199859619141,738,740
435,"('off',)","(23,)","(7100,)","(0,)","(100,)","('on',)","(23,)","(7100,)","(0,)","(85,)",['setSaturation:85'],1,0.002411365509033203,370,369
436,"('on',)","(72,)","(6200,)","(0,)","(93,)","('on',)","(47,)","(6200,)","(0,)","(71,)","['setSaturation:71', 'setLevel:47']",2,0.004754543304443359,734,740
437,"('off',)","(58,)","(4500,)","(0,)","(61,)","('on',)","(58,)","(5600,)","(3,)","(0,)","['setHue:3', 'setColorTemperature:5600']",2,0.004761219024658203,738,740
438,"('on',)","(82,)","(5700,)","(0,)","(66,)","('on',)","(82,)","(5700,)","(0,)","(93,)",['setSaturation:93'],1,0.0023889541625976562,368,370
439,"('on',)","(55,)","(8500,)","(30,)","(0,)","('on',)","(10,)","(3500,)","(30,)","(0,)","['setColorTemperature:3500', 'setLevel:10']",2,0.0047914981842041016,736,742
440,"('off',)","(76,)","(4800,)","(0,)","(95,)","('on',)","(76,)","(4800,)","(9,)","(0,)",['setHue:9'],1,0.0023992061614990234,370,369
441,"('on',)","(76,)","(3400,)","(94,)","(0,)","('on',)","(76,)","(4000,)","(0,)","(65,)","['setSaturation:65', 'setColorTemperature:4000']",2,0.005007505416870117,735,741
442,"('on',)","(57,)","(5000,)","(21,)","(0,)","('on',)","(13,)","(5000,)","(0,)","(6,)","['setSaturation:6', 'setLevel:13']",2,0.004870176315307617,735,741
443,"('on',)","(60,)","(7400,)","(3,)","(0,)","('on',)","(19,)","(7400,)","(0,)","(66,)","['setSaturation:66', 'setLevel:19']",2,0.0047533512115478516,735,741
444,"('off',)","(33,)","(7300,)","(0,)","(88,)","('on',)","(33,)","(7300,)","(0,)","(39,)",['setSaturation:39'],1,0.0023794174194335938,370,369
445,"('on',)","(32,)","(7600,)","(39,)","(0,)","('on',)","(32,)","(7600,)","(0,)","(93,)",['setSaturation:93'],1,0.0024139881134033203,369,371
446,"('on',)","(2,)","(3800,)","(0,)","(9,)","('on',)","(2,)","(3800,)","(28,)","(0,)",['setHue:28'],1,0.0023741722106933594,368,370
447,"('off',)","(69,)","(4300,)","(73,)","(0,)","('on',)","(69,)","(4300,)","(0,)","(2,)",['setSaturation:2'],1,0.002432584762573242,371,370
448,"('on',)","(80,)","(6900,)","(0,)","(76,)","('on',)","(80,)","(2700,)","(68,)","(0,)","['setHue:68', 'setColorTemperature:2700']",2,0.004738807678222656,735,741
449,"('off',)","(17,)","(6500,)","(77,)","(0,)","('on',)","(17,)","(6500,)","(83,)","(0,)",['setHue:83'],1,0.0024175643920898438,371,370
450,"('on',)","(96,)","(8600,)","(0,)","(89,)","('on',)","(36,)","(5700,)","(0,)","(89,)","['setColorTemperature:5700', 'setLevel:36']",2,0.004761219024658203,734,740
451,"('on',)","(60,)","(8500,)","(0,)","(30,)","('on',)","(60,)","(8500,)","(54,)","(0,)",['setHue:54'],1,0.002430438995361328,368,370
452,"('off',)","(8,)","(5100,)","(0,)","(86,)","('on',)","(8,)","(5100,)","(0,)","(62,)",['setSaturation:62'],1,0.0023953914642333984,370,369
453,"('off',)","(94,)","(2700,)","(83,)","(0,)","('on',)","(94,)","(6100,)","(0,)","(4,)","['setSaturation:4', 'setColorTemperature:6100']",2,0.0047702789306640625,738,740
454,"('off',)","(41,)","(8400,)","(91,)","(0,)","('on',)","(41,)","(8400,)","(93,)","(0,)",['setHue:93'],1,0.002414226531982422,371,370
455,"('off',)","(81,)","(6000,)","(59,)","(0,)","('on',)","(19,)","(6000,)","(0,)","(45,)","['setSaturation:45', 'setLevel:19']",2,0.0047607421875,738,740
456,"('on',)","(57,)","(2600,)","(0,)","(78,)","('on',)","(52,)","(2600,)","(0,)","(78,)",['setLevel:52'],1,0.0023822784423828125,368,370
457,"('off',)","(75,)","(3000,)","(0,)","(88,)","('on',)","(33,)","(2600,)","(0,)","(88,)","['setColorTemperature:2600', 'setLevel:33']",2,0.004739284515380859,737,739
458,"('on',)","(89,)","(4800,)","(0,)","(47,)","('on',)","(89,)","(2800,)","(0,)","(14,)","['setSaturation:14', 'setColorTemperature:2800']",2,0.004767894744873047,734,740
459,"('on',)","(79,)","(8700,)","(0,)","(79,)","('on',)","(100,)","(8700,)","(96,)","(0,)","['setHue:96', 'setLevel:100']",2,0.00472259521484375,735,741
460,"('off',)","(39,)","(3200,)","(0,)","(74,)","('on',)","(44,)","(3200,)","(67,)","(0,)","['setHue:67', 'setLevel:44']",2,0.0047609806060791016,738,740
461,"('off',)","(82,)","(6700,)","(0,)","(95,)","('on',)","(25,)","(6700,)","(0,)","(95,)",['setLevel:25'],1,0.002402067184448242,370,369
462,"('off',)","(91,)","(6200,)","(20,)","(0,)","('on',)","(91,)","(3900,)","(0,)","(63,)","['setSaturation:63', 'setColorTemperature:3900']",2,0.004793882369995117,738,740
463,"('off',)","(26,)","(4900,)","(0,)","(79,)","('on',)","(26,)","(4900,)","(0,)","(35,)",['setSaturation:35'],1,0.0024149417877197266,370,369
464,"('off',)","(3,)","(8900,)","(69,)","(0,)","('on',)","(3,)","(8900,)","(0,)","(23,)",['setSaturation:23'],1,0.0024089813232421875,371,370
465,"('on',)","(52,)","(4000,)","(43,)","(0,)","('on',)","(52,)","(4000,)","(94,)","(0,)",['setHue:94'],1,0.002451181411743164,369,371
466,"('on',)","(53,)","(2200,)","(0,)","(96,)","('on',)","(94,)","(2200,)","(0,)","(7,)","['setSaturation:7', 'setLevel:94']",2,0.0047452449798583984,734,738
467,"('off',)","(96,)","(8300,)","(52,)","(0,)","('on',)","(96,)","(8300,)","(0,)","(5,)",['setSaturation:5'],1,0.002395153045654297,371,370
468,"('on',)","(69,)","(2200,)","(0,)","(59,)","('on',)","(69,)","(2200,)","(51,)","(0,)",['setHue:51'],1,0.002673625946044922,368,369
469,"('off',)","(86,)","(6200,)","(0,)","(33,)","('on',)","(86,)","(6200,)","(4,)","(0,)",['setHue:4'],1,0.002395153045654297,370,369
470,"('on',)","(4,)","(8500,)","(0,)","(91,)","('on',)","(4,)","(7200,)","(60,)","(0,)","['setHue:60', 'setColorTemperature:7200']",2,0.004739046096801758,735,741
471,"('on',)","(93,)","(3000,)","(55,)","(0,)","('on',)","(93,)","(4500,)","(0,)","(72,)","['setSaturation:72', 'setColorTemperature:4500']",2,0.004753828048706055,735,741
472,"('on',)","(60,)","(2400,)","(100,)","(0,)","('on',)","(60,)","(6300,)","(0,)","(63,)","['setSaturation:63', 'setColorTemperature:6300']",2,0.005054473876953125,735,741
473,"('off',)","(49,)","(2900,)","(28,)","(0,)","('on',)","(61,)","(2900,)","(0,)","(3,)","['setSaturation:3', 'setLevel:61']",2,0.0049936771392822266,738,740
474,"('on',)","(28,)","(8800,)","(88,)","(0,)","('on',)","(72,)","(8800,)","(0,)","(5,)","['setSaturation:5', 'setLevel:72']",2,0.0048406124114990234,735,741
475,"('off',)","(14,)","(3000,)","(32,)","(0,)","('on',)","(9,)","(3000,)","(0,)","(86,)","['setSaturation:86', 'setLevel:9']",2,0.004741668701171875,738,740
476,"('on',)","(87,)","(7300,)","(0,)","(35,)","('on',)","(87,)","(7300,)","(0,)","(73,)",['setSaturation:73'],1,0.0023894309997558594,368,370
477,"('off',)","(90,)","(7900,)","(52,)","(0,)","('on',)","(39,)","(7900,)","(52,)","(0,)",['setLevel:39'],1,0.0023932456970214844,371,370
478,"('off',)","(16,)","(2700,)","(0,)","(29,)","('on',)","(34,)","(2700,)","(0,)","(78,)","['setLevel:34', 'setSaturation:78']",2,0.007131099700927734,1104,1109
479,"('off',)","(91,)","(6500,)","(0,)","(90,)","('on',)","(91,)","(6900,)","(34,)","(0,)","['setHue:34', 'setColorTemperature:6900']",2,0.004751682281494141,738,740
480,"('on',)","(64,)","(6500,)","(80,)","(0,)","('on',)","(64,)","(6500,)","(76,)","(0,)",['setHue:76'],1,0.0023980140686035156,369,371
481,"('off',)","(35,)","(7900,)","(71,)","(0,)","('on',)","(35,)","(4700,)","(49,)","(0,)","['setHue:49', 'setColorTemperature:4700']",2,0.004746437072753906,739,741
482,"('on',)","(81,)","(4000,)","(28,)","(0,)","('on',)","(81,)","(7900,)","(24,)","(0,)","['setHue:24', 'setColorTemperature:7900']",2,0.0048084259033203125,736,742
483,"('on',)","(9,)","(5900,)","(40,)","(0,)","('on',)","(25,)","(5900,)","(0,)","(83,)","['setSaturation:83', 'setLevel:25']",2,0.004683017730712891,735,741
484,"('on',)","(38,)","(4000,)","(84,)","(0,)","('on',)","(15,)","(4000,)","(96,)","(0,)","['setLevel:15', 'setHue:96']",2,0.004763126373291016,736,742
