,prev,prev,prev,prev,next,next,next,next,plan,plan,plan,plan,plan
308,"(97, 0)","('off',)","(13,)","(4700,)","('on',)","(13,)","(4700,)","(0, 86)","[('on', None), ('setSaturation>1', 86)]",2,0.02162790298461914,187,192
309,"(0, 75)","('off',)","(54,)","(3600,)","('on',)","(42,)","(3600,)","(70, 0)","[('on', None), ('setHue>1', 70), ('setLevel>1', 42)]",3,0.011133670806884766,72,117
310,"(33, 0)","('off',)","(75,)","(8100,)","('on',)","(75,)","(8100,)","(0, 12)","[('on', None), ('setSaturation>1', 12)]",2,0.013379812240600586,113,118
311,"(86, 0)","('on',)","(95,)","(6200,)","('on',)","(95,)","(6200,)","(0, 70)","[('setSaturation>1', 70)]",1,0.019609689712524414,171,175
312,"(43, 0)","('off',)","(35,)","(5900,)","('on',)","(79,)","(5900,)","(0, 3)","[('on', None), ('setSaturation>1', 3), ('setLevel>1', 79)]",3,0.017172813415527344,104,188
313,"(75, 0)","('on',)","(52,)","(8500,)","('on',)","(35,)","(8500,)","(9, 0)","[('setHue>1', 9), ('setLevel>1', 35)]",2,0.003511667251586914,37,48
314,"(0, 67)","('off',)","(46,)","(5400,)","('on',)","(46,)","(5400,)","(56, 0)","[('on', None), ('setHue>1', 56)]",2,0.00686335563659668,58,61
315,"(0, 44)","('on',)","(78,)","(5400,)","('on',)","(78,)","(7100,)","(0, 25)","[('setColorTemperature>1', 7100), ('setSaturation>1', 25)]",2,0.017342805862426758,127,179
316,"(71, 0)","('on',)","(80,)","(7200,)","('on',)","(80,)","(7200,)","(66, 0)","[('setHue>1', 66)]",1,0.007784366607666016,68,70
317,"(3, 0)","('on',)","(64,)","(8500,)","('on',)","(64,)","(8500,)","(0, 95)","[('setSaturation>1', 95)]",1,0.022551774978637695,196,200
318,"(0, 50)","('on',)","(41,)","(7200,)","('on',)","(41,)","(5800,)","(0, 25)","[('setColorTemperature>1', 5800), ('setSaturation>1', 25)]",2,0.016682147979736328,127,166
319,"(56, 0)","('off',)","(81,)","(7000,)","('on',)","(81,)","(8300,)","(65, 0)","[('on', None), ('setColorTemperature>1', 8300), ('setHue>1', 65)]",3,0.011571645736694336,66,131
320,"(28, 0)","('off',)","(72,)","(2800,)","('on',)","(72,)","(2800,)","(48, 0)","[('on', None), ('setHue>1', 48)]",2,0.005990743637084961,49,53
321,"(0, 77)","('on',)","(33,)","(6500,)","('on',)","(59,)","(6500,)","(73, 0)","[('setHue>1', 73), ('setLevel>1', 59)]",2,0.012151002883911133,75,136
322,"(49, 0)","('off',)","(66,)","(6100,)","('on',)","(69,)","(6100,)","(0, 1)","[('on', None), ('setSaturation>1', 1), ('setLevel>1', 69)]",3,0.016185998916625977,102,176
323,"(34, 0)","('on',)","(42,)","(4300,)","('on',)","(42,)","(6300,)","(29, 0)","[('setColorTemperature>1', 6300), ('setHue>1', 29)]",2,0.006086111068725586,42,74
324,"(46, 0)","('on',)","(8,)","(3400,)","('on',)","(83,)","(3400,)","(0, 64)","[('setSaturation>1', 64), ('setLevel>1', 83)]",2,0.024028539657592773,165,252
325,"(34, 0)","('off',)","(47,)","(2800,)","('on',)","(68,)","(2900,)","(34, 0)","[('on', None), ('setColorTemperature>1', 2900), ('setLevel>1', 68)]",3,0.005075216293334961,69,80
326,"(0, 89)","('on',)","(90,)","(8600,)","('on',)","(50,)","(8600,)","(31, 0)","[('setHue>1', 31), ('setLevel>1', 50)]",2,0.006889820098876953,52,85
327,"(0, 96)","('off',)","(73,)","(8200,)","('on',)","(78,)","(3700,)","(0, 96)","[('on', None), ('setColorTemperature>1', 3700), ('setLevel>1', 78)]",3,0.006031990051269531,79,98
328,"(0, 95)","('on',)","(27,)","(7600,)","('on',)","(27,)","(7600,)","(93, 0)","[('setHue>1', 93)]",1,0.010814189910888672,95,97
329,"(7, 0)","('on',)","(90,)","(6800,)","('on',)","(90,)","(6800,)","(0, 70)","[('setSaturation>1', 70)]",1,0.01962447166442871,171,175
330,"(0, 81)","('on',)","(31,)","(7800,)","('on',)","(31,)","(7800,)","(90, 0)","[('setHue>1', 90)]",1,0.01045083999633789,92,94
331,"(87, 0)","('on',)","(43,)","(8500,)","('on',)","(25,)","(6500,)","(87, 0)","[('setColorTemperature>1', 6500), ('setLevel>1', 25)]",2,0.004263877868652344,45,72
332,"(10, 0)","('off',)","(95,)","(3500,)","('on',)","(18,)","(3500,)","(0, 39)","[('on', None), ('setSaturation>1', 39), ('setLevel>1', 18)]",3,0.017591238021850586,140,163
333,"(22, 0)","('off',)","(36,)","(8300,)","('on',)","(25,)","(8300,)","(0, 76)","[('on', None), ('setSaturation>1', 76), ('setLevel>1', 25)]",3,0.022034168243408203,177,207
334,"(0, 69)","('on',)","(41,)","(8200,)","('on',)","(24,)","(8200,)","(0, 39)","[('setSaturation>1', 39), ('setLevel>1', 24)]",2,0.017512798309326172,141,168
335,"(44, 0)","('off',)","(13,)","(6800,)","('on',)","(61,)","(6800,)","(44, 0)","[('on', None), ('setLevel>1', 61)]",2,0.0040187835693359375,62,66
336,"(6, 0)","('on',)","(98,)","(7200,)","('on',)","(98,)","(7200,)","(99, 0)","[('setHue>1', 99)]",1,0.011451244354248047,100,103
337,"(78, 0)","('on',)","(9,)","(7600,)","('on',)","(27,)","(7600,)","(0, 99)","[('setSaturation>1', 99), ('setLevel>1', 27)]",2,0.024525880813598633,200,231
338,"(0, 52)","('on',)","(30,)","(4900,)","('on',)","(11,)","(4900,)","(0, 100)","[('setSaturation>1', 100), ('setLevel>1', 11)]",2,0.023659467697143555,201,216
339,"(0, 8)","('on',)","(85,)","(5100,)","('on',)","(85,)","(5100,)","(26, 0)","[('setHue>1', 26)]",1,0.003261566162109375,28,30
340,"(85, 0)","('on',)","(26,)","(3000,)","('on',)","(26,)","(3000,)","(0, 15)","[('setSaturation>1', 15)]",1,0.013346672058105469,116,120
341,"(63, 0)","('on',)","(26,)","(4700,)","('on',)","(26,)","(2300,)","(63, 0)","[('setColorTemperature>1', 2300)]",1,0.00023174285888671875,3,5
342,"(29, 0)","('off',)","(18,)","(6800,)","('on',)","(6,)","(6800,)","(62, 0)","[('on', None), ('setHue>1', 62), ('setLevel>1', 6)]",3,0.008033275604248047,63,73
343,"(0, 64)","('off',)","(43,)","(2200,)","('on',)","(36,)","(6300,)","(0, 64)","[('on', None), ('setColorTemperature>1', 6300), ('setLevel>1', 36)]",3,0.005082130432128906,42,82
344,"(54, 0)","('off',)","(43,)","(5800,)","('on',)","(43,)","(2300,)","(0, 54)","[('on', None), ('setColorTemperature>1', 2300), ('setSaturation>1', 54)]",3,0.018121719360351562,155,161
345,"(92, 0)","('off',)","(35,)","(7400,)","('on',)","(14,)","(7400,)","(92, 0)","[('on', None), ('setLevel>1', 14)]",2,0.0012972354888916016,16,19
346,"(71, 0)","('on',)","(38,)","(4400,)","('on',)","(74,)","(4400,)","(71, 0)","[('setLevel>1', 74)]",1,0.0045206546783447266,75,78
347,"(0, 95)","('off',)","(68,)","(7300,)","('on',)","(68,)","(5500,)","(67, 0)","[('on', None), ('setColorTemperature>1', 5500), ('setHue>1', 67)]",3,0.010111570358276367,69,105
348,"(0, 87)","('on',)","(41,)","(3500,)","('on',)","(41,)","(3500,)","(0, 45)","[('setSaturation>1', 45)]",1,0.01671147346496582,147,150
349,"(0, 22)","('off',)","(71,)","(8600,)","('on',)","(71,)","(3700,)","(75, 0)","[('on', None), ('setColorTemperature>1', 3700), ('setHue>1', 75)]",3,0.010033607482910156,77,95
350,"(0, 55)","('off',)","(9,)","(6500,)","('on',)","(65,)","(6500,)","(0, 55)","[('on', None), ('setLevel>1', 65)]",2,0.0042896270751953125,66,70
351,"(0, 90)","('off',)","(94,)","(8300,)","('on',)","(68,)","(8300,)","(83, 0)","[('on', None), ('setHue>1', 83), ('setLevel>1', 68)]",3,0.014008522033691406,85,156
352,"(65, 0)","('on',)","(4,)","(5300,)","('on',)","(73,)","(5300,)","(0, 52)","[('setSaturation>1', 52), ('setLevel>1', 73)]",2,0.021978378295898438,153,230
353,"(31, 0)","('on',)","(57,)","(3700,)","('on',)","(28,)","(3700,)","(0, 84)","[('setSaturation>1', 84), ('setLevel>1', 28)]",2,0.02299952507019043,185,217
354,"(52, 0)","('off',)","(86,)","(3700,)","('on',)","(86,)","(3700,)","(45, 0)","[('on', None), ('setHue>1', 45)]",2,0.00567626953125,47,50
355,"(0, 22)","('off',)","(12,)","(7400,)","('on',)","(12,)","(3000,)","(25, 0)","[('on', None), ('setColorTemperature>1', 3000), ('setHue>1', 25)]",3,0.003970146179199219,27,38
356,"(75, 0)","('on',)","(33,)","(6700,)","('on',)","(44,)","(7500,)","(75, 0)","[('setColorTemperature>1', 7500), ('setLevel>1', 44)]",2,0.005938053131103516,54,101
357,"(0, 71)","('on',)","(98,)","(4200,)","('on',)","(20,)","(4200,)","(53, 0)","[('setHue>1', 53), ('setLevel>1', 20)]",2,0.007553815841674805,55,77
358,"(0, 47)","('off',)","(23,)","(6700,)","('on',)","(31,)","(6700,)","(63, 0)","[('on', None), ('setHue>1', 63), ('setLevel>1', 31)]",3,0.009658098220825195,65,99
359,"(23, 0)","('on',)","(36,)","(5100,)","('on',)","(44,)","(5100,)","(0, 85)","[('setSaturation>1', 85), ('setLevel>1', 44)]",2,0.02393317222595215,186,234
360,"(72, 0)","('on',)","(26,)","(3100,)","('on',)","(26,)","(3100,)","(54, 0)","[('setHue>1', 54)]",1,0.0063784122467041016,56,58
361,"(0, 40)","('on',)","(65,)","(3200,)","('on',)","(9,)","(4200,)","(0, 40)","[('setColorTemperature>1', 4200), ('setLevel>1', 9)]",2,0.002025127410888672,21,33
362,"(39, 0)","('on',)","(28,)","(6500,)","('on',)","(41,)","(6900,)","(39, 0)","[('setColorTemperature>1', 6900), ('setLevel>1', 41)]",2,0.005471944808959961,48,92
363,"(42, 0)","('on',)","(30,)","(4600,)","('on',)","(30,)","(2700,)","(0, 49)","[('setColorTemperature>1', 2700), ('setSaturation>1', 49)]",2,0.017585277557373047,150,159
364,"(0, 58)","('on',)","(26,)","(6700,)","('on',)","(60,)","(6700,)","(0, 56)","[('setSaturation>1', 56), ('setLevel>1', 60)]",2,0.021595478057861328,158,221
365,"(19, 0)","('off',)","(31,)","(2300,)","('on',)","(81,)","(8400,)","(19, 0)","[('on', None), ('setColorTemperature>1', 8400), ('setLevel>1', 81)]",3,0.008890628814697266,82,148
366,"(25, 0)","('off',)","(81,)","(3600,)","('on',)","(79,)","(3600,)","(0, 95)","[('on', None), ('setSaturation>1', 95), ('setLevel>1', 79)]",3,0.027385234832763672,196,280
367,"(0, 78)","('off',)","(79,)","(6100,)","('on',)","(69,)","(6100,)","(0, 78)","[('on', None), ('setLevel>1', 69)]",2,0.0044667720794677734,71,74
368,"(96, 0)","('on',)","(71,)","(5300,)","('on',)","(98,)","(5300,)","(24, 0)","[('setHue>1', 24), ('setLevel>1', 98)]",2,0.008837461471557617,99,126
369,"(22, 0)","('off',)","(76,)","(5900,)","('on',)","(7,)","(5900,)","(22, 0)","[('on', None), ('setLevel>1', 7)]",2,0.0008668899536132812,9,12
370,"(0, 83)","('on',)","(56,)","(4500,)","('on',)","(56,)","(2300,)","(0, 56)","[('setColorTemperature>1', 2300), ('setSaturation>1', 56)]",2,0.018080472946166992,158,162
371,"(0, 8)","('off',)","(12,)","(6600,)","('on',)","(12,)","(6600,)","(97, 0)","[('on', None), ('setHue>1', 97)]",2,0.011460542678833008,99,102
372,"(97, 0)","('off',)","(51,)","(5300,)","('on',)","(51,)","(5300,)","(48, 0)","[('on', None), ('setHue>1', 48)]",2,0.006011962890625,50,53
373,"(0, 13)","('on',)","(4,)","(8900,)","('on',)","(4,)","(8900,)","(0, 55)","[('setSaturation>1', 55)]",1,0.01769566535949707,156,160
374,"(0, 0)","('off',)","(95,)","(4500,)","('on',)","(86,)","(4700,)","(0, 0)","[('on', None), ('setColorTemperature>1', 4700), ('setLevel>1', 86)]",3,0.00710606575012207,88,116
375,"(0, 2)","('on',)","(35,)","(6700,)","('on',)","(91,)","(6700,)","(89, 0)","[('setHue>1', 89), ('setLevel>1', 91)]",2,0.015764474868774414,92,184
376,"(0, 81)","('on',)","(31,)","(3500,)","('on',)","(31,)","(4200,)","(0, 70)","[('setColorTemperature>1', 4200), ('setSaturation>1', 70)]",2,0.020725011825561523,172,195
377,"(0, 8)","('on',)","(39,)","(6800,)","('on',)","(83,)","(6800,)","(66, 0)","[('setHue>1', 66), ('setLevel>1', 83)]",2,0.012577533721923828,84,153
378,"(90, 0)","('on',)","(31,)","(5100,)","('on',)","(31,)","(5100,)","(13, 0)","[('setHue>1', 13)]",1,0.0017511844635009766,15,17
379,"(0, 79)","('off',)","(42,)","(6900,)","('on',)","(42,)","(6900,)","(0, 57)","[('on', None), ('setSaturation>1', 57)]",2,0.018306255340576172,159,163
380,"(16, 0)","('on',)","(17,)","(5600,)","('on',)","(60,)","(6300,)","(16, 0)","[('setColorTemperature>1', 6300), ('setLevel>1', 60)]",2,0.006159543991088867,61,105
381,"(97, 0)","('off',)","(45,)","(7800,)","('on',)","(69,)","(7100,)","(97, 0)","[('on', None), ('setColorTemperature>1', 7100), ('setLevel>1', 69)]",3,0.0074405670166015625,70,123
382,"(60, 0)","('on',)","(39,)","(4900,)","('on',)","(76,)","(4900,)","(60, 0)","[('setLevel>1', 76)]",1,0.004637002944946289,77,80
383,"(14, 0)","('on',)","(25,)","(7000,)","('on',)","(25,)","(5300,)","(46, 0)","[('setColorTemperature>1', 5300), ('setHue>1', 46)]",2,0.007365226745605469,47,81
384,"(0, 7)","('off',)","(34,)","(2200,)","('on',)","(34,)","(2200,)","(0, 38)","[('on', None), ('setSaturation>1', 38)]",2,0.016273021697998047,139,144
385,"(0, 45)","('off',)","(6,)","(7100,)","('on',)","(86,)","(2600,)","(0, 45)","[('on', None), ('setColorTemperature>1', 2600), ('setLevel>1', 86)]",3,0.00593256950378418,87,95
386,"(92, 0)","('on',)","(90,)","(3800,)","('on',)","(49,)","(3800,)","(0, 2)","[('setSaturation>1', 2), ('setLevel>1', 49)]",2,0.014877080917358398,103,156
387,"(0, 92)","('off',)","(91,)","(2700,)","('on',)","(79,)","(2700,)","(62, 0)","[('on', None), ('setHue>1', 62), ('setLevel>1', 79)]",3,0.012346267700195312,81,146
388,"(0, 83)","('off',)","(19,)","(3900,)","('on',)","(19,)","(6100,)","(26, 0)","[('on', None), ('setColorTemperature>1', 6100), ('setHue>1', 26)]",3,0.005860090255737305,40,70
389,"(96, 0)","('on',)","(93,)","(6500,)","('on',)","(93,)","(6500,)","(0, 40)","[('setSaturation>1', 40)]",1,0.016032695770263672,141,145
390,"(0, 83)","('on',)","(90,)","(5100,)","('on',)","(75,)","(7300,)","(0, 83)","[('setColorTemperature>1', 7300), ('setLevel>1', 75)]",2,0.007662296295166016,77,130
391,"(0, 28)","('off',)","(89,)","(4500,)","('on',)","(36,)","(4500,)","(0, 28)","[('on', None), ('setLevel>1', 36)]",2,0.0025861263275146484,38,41
392,"(20, 0)","('off',)","(52,)","(2800,)","('on',)","(52,)","(4900,)","(0, 88)","[('on', None), ('setColorTemperature>1', 4900), ('setSaturation>1', 88)]",3,0.02351665496826172,189,221
393,"(0, 36)","('off',)","(19,)","(4500,)","('on',)","(61,)","(4500,)","(0, 31)","[('on', None), ('setSaturation>1', 31), ('setLevel>1', 61)]",3,0.01904749870300293,133,198
394,"(0, 1)","('on',)","(23,)","(6400,)","('on',)","(7,)","(6400,)","(51, 0)","[('setHue>1', 51), ('setLevel>1', 7)]",2,0.006537437438964844,53,62
395,"(0, 45)","('off',)","(50,)","(5500,)","('on',)","(50,)","(7200,)","(0, 35)","[('on', None), ('setColorTemperature>1', 7200), ('setSaturation>1', 35)]",3,0.018883705139160156,137,191
396,"(0, 10)","('on',)","(48,)","(3500,)","('on',)","(48,)","(8400,)","(45, 0)","[('setColorTemperature>1', 8400), ('setHue>1', 45)]",2,0.009094953536987305,63,111
397,"(36, 0)","('off',)","(92,)","(8300,)","('on',)","(92,)","(5000,)","(0, 9)","[('on', None), ('setColorTemperature>1', 5000), ('setSaturation>1', 9)]",3,0.014642953872680664,110,143
398,"(0, 86)","('on',)","(19,)","(6900,)","('on',)","(19,)","(6900,)","(0, 41)","[('setSaturation>1', 41)]",1,0.016276836395263672,143,146
399,"(93, 0)","('off',)","(37,)","(6900,)","('on',)","(37,)","(7100,)","(93, 0)","[('on', None), ('setColorTemperature>1', 7100)]",2,0.0032930374145507812,50,54
400,"(53, 0)","('off',)","(93,)","(6200,)","('on',)","(47,)","(6200,)","(48, 0)","[('on', None), ('setHue>1', 48), ('setLevel>1', 47)]",3,0.008827447891235352,50,100
401,"(0, 95)","('off',)","(7,)","(3200,)","('on',)","(86,)","(3200,)","(0, 45)","[('on', None), ('setSaturation>1', 45), ('setLevel>1', 86)]",3,0.022136211395263672,147,237
402,"(0, 57)","('on',)","(39,)","(8200,)","('on',)","(61,)","(8200,)","(0, 2)","[('setSaturation>1', 2), ('setLevel>1', 61)]",2,0.015530824661254883,104,168
403,"(22, 0)","('on',)","(98,)","(8000,)","('on',)","(98,)","(6400,)","(60, 0)","[('setColorTemperature>1', 6400), ('setHue>1', 60)]",2,0.009592533111572266,61,106
404,"(90, 0)","('on',)","(96,)","(4100,)","('on',)","(96,)","(4100,)","(78, 0)","[('setHue>1', 78)]",1,0.009067773818969727,80,82
405,"(0, 87)","('on',)","(33,)","(7600,)","('on',)","(76,)","(7600,)","(94, 0)","[('setHue>1', 94), ('setLevel>1', 76)]",2,0.015470027923583984,96,174
406,"(66, 0)","('on',)","(30,)","(5700,)","('on',)","(30,)","(8300,)","(0, 33)","[('setColorTemperature>1', 8300), ('setSaturation>1', 33)]",2,0.019111156463623047,134,199
407,"(0, 19)","('on',)","(90,)","(6800,)","('on',)","(11,)","(6800,)","(0, 19)","[('setLevel>1', 11)]",1,0.0008552074432373047,13,15
408,"(0, 85)","('on',)","(24,)","(4900,)","('on',)","(24,)","(4900,)","(0, 98)","[('setSaturation>1', 98)]",1,0.022537708282470703,199,203
409,"(0, 33)","('off',)","(92,)","(2600,)","('on',)","(68,)","(2600,)","(82, 0)","[('on', None), ('setHue>1', 82), ('setLevel>1', 68)]",3,0.013939380645751953,84,155
410,"(63, 0)","('on',)","(57,)","(8100,)","('on',)","(73,)","(8100,)","(0, 13)","[('setSaturation>1', 13), ('setLevel>1', 73)]",2,0.017601728439331055,114,191
411,"(35, 0)","('on',)","(30,)","(2300,)","('on',)","(10,)","(2300,)","(19, 0)","[('setHue>1', 19), ('setLevel>1', 10)]",2,0.0031557083129882812,21,33
412,"(84, 0)","('off',)","(10,)","(3200,)","('on',)","(47,)","(3200,)","(0, 16)","[('on', None), ('setSaturation>1', 16), ('setLevel>1', 47)]",3,0.016626834869384766,117,169
413,"(66, 0)","('on',)","(38,)","(6800,)","('on',)","(38,)","(7000,)","(30, 0)","[('setColorTemperature>1', 7000), ('setHue>1', 30)]",2,0.006583452224731445,49,82
414,"(0, 77)","('off',)","(19,)","(8700,)","('on',)","(11,)","(8700,)","(99, 0)","[('on', None), ('setHue>1', 99), ('setLevel>1', 11)]",3,0.012537002563476562,101,115
415,"(41, 0)","('on',)","(52,)","(2700,)","('on',)","(93,)","(2700,)","(50, 0)","[('setHue>1', 50), ('setLevel>1', 93)]",2,0.011676311492919922,94,147
416,"(0, 30)","('on',)","(94,)","(5600,)","('on',)","(94,)","(4500,)","(51, 0)","[('setColorTemperature>1', 4500), ('setHue>1', 51)]",2,0.007474660873413086,53,78
417,"(0, 13)","('on',)","(31,)","(5100,)","('on',)","(31,)","(8500,)","(6, 0)","[('setColorTemperature>1', 8500), ('setHue>1', 6)]",2,0.004782676696777344,64,73
418,"(3, 0)","('off',)","(29,)","(6300,)","('on',)","(43,)","(6300,)","(76, 0)","[('on', None), ('setHue>1', 76), ('setLevel>1', 43)]",3,0.011775970458984375,77,124
419,"(55, 0)","('on',)","(29,)","(2900,)","('on',)","(29,)","(2900,)","(74, 0)","[('setHue>1', 74)]",1,0.008640050888061523,75,78
420,"(78, 0)","('off',)","(67,)","(7700,)","('on',)","(67,)","(7700,)","(0, 84)","[('on', None), ('setSaturation>1', 84)]",2,0.0214080810546875,185,190
421,"(0, 63)","('on',)","(79,)","(4600,)","('on',)","(79,)","(4600,)","(36, 0)","[('setHue>1', 36)]",1,0.004349708557128906,38,40
422,"(2, 0)","('off',)","(72,)","(7100,)","('on',)","(82,)","(7100,)","(5, 0)","[('on', None), ('setHue>1', 5), ('setLevel>1', 82)]",3,0.006083488464355469,83,92
423,"(0, 20)","('on',)","(61,)","(4400,)","('on',)","(84,)","(4400,)","(0, 28)","[('setSaturation>1', 28), ('setLevel>1', 84)]",2,0.01979351043701172,129,217
424,"(4, 0)","('on',)","(17,)","(5700,)","('on',)","(17,)","(5700,)","(0, 86)","[('setSaturation>1', 86)]",1,0.021416664123535156,187,191
425,"(0, 58)","('on',)","(86,)","(3300,)","('on',)","(86,)","(8700,)","(0, 22)","[('setColorTemperature>1', 8700), ('setSaturation>1', 22)]",2,0.018050432205200195,124,192
426,"(0, 95)","('off',)","(86,)","(3500,)","('on',)","(86,)","(3500,)","(0, 8)","[('on', None), ('setSaturation>1', 8)]",2,0.012897968292236328,110,114
427,"(0, 78)","('on',)","(80,)","(8000,)","('on',)","(85,)","(8000,)","(0, 78)","[('setLevel>1', 85)]",1,0.0051882266998291016,86,89
428,"(28, 0)","('on',)","(30,)","(3600,)","('on',)","(28,)","(3600,)","(0, 80)","[('setSaturation>1', 80), ('setLevel>1', 28)]",2,0.022480249404907227,181,213
429,"(56, 0)","('off',)","(57,)","(2300,)","('on',)","(35,)","(2300,)","(0, 67)","[('on', None), ('setSaturation>1', 67), ('setLevel>1', 35)]",3,0.021909475326538086,168,208
430,"(64, 0)","('on',)","(94,)","(8000,)","('on',)","(94,)","(8000,)","(0, 9)","[('setSaturation>1', 9)]",1,0.012841463088989258,110,114
431,"(0, 94)","('on',)","(100,)","(5300,)","('on',)","(87,)","(6300,)","(0, 94)","[('setColorTemperature>1', 6300), ('setLevel>1', 87)]",2,0.007813215255737305,89,132
432,"(0, 72)","('off',)","(20,)","(7900,)","('on',)","(56,)","(7900,)","(0, 72)","[('on', None), ('setLevel>1', 56)]",2,0.0038280487060546875,57,61
433,"(90, 0)","('off',)","(17,)","(3400,)","('on',)","(44,)","(7600,)","(90, 0)","[('on', None), ('setColorTemperature>1', 7600), ('setLevel>1', 44)]",3,0.006308317184448242,55,103
434,"(0, 15)","('off',)","(42,)","(3700,)","('on',)","(42,)","(6500,)","(0, 61)","[('on', None), ('setColorTemperature>1', 6500), ('setSaturation>1', 61)]",3,0.02149176597595215,162,210
435,"(3, 0)","('on',)","(58,)","(8200,)","('on',)","(58,)","(8200,)","(91, 0)","[('setHue>1', 91)]",1,0.010512828826904297,92,95
436,"(0, 60)","('off',)","(13,)","(3000,)","('on',)","(40,)","(3000,)","(60, 0)","[('on', None), ('setHue>1', 60), ('setLevel>1', 40)]",3,0.009853601455688477,62,105
437,"(0, 45)","('off',)","(94,)","(2900,)","('on',)","(4,)","(2900,)","(0, 55)","[('on', None), ('setSaturation>1', 55), ('setLevel>1', 4)]",3,0.01840353012084961,156,165
438,"(0, 67)","('on',)","(63,)","(3600,)","('on',)","(63,)","(3600,)","(0, 72)","[('setSaturation>1', 72)]",1,0.01973867416381836,173,177
439,"(21, 0)","('on',)","(68,)","(6400,)","('on',)","(68,)","(3500,)","(0, 70)","[('setColorTemperature>1', 3500), ('setSaturation>1', 70)]",2,0.020418405532836914,171,188
440,"(68, 0)","('on',)","(8,)","(2900,)","('on',)","(8,)","(2900,)","(28, 0)","[('setHue>1', 28)]",1,0.0035066604614257812,30,32
441,"(86, 0)","('on',)","(0,)","(3700,)","('on',)","(48,)","(3700,)","(90, 0)","[('setHue>1', 90), ('setLevel>1', 48)]",2,0.013323783874511719,91,142
442,"(0, 60)","('on',)","(80,)","(4600,)","('on',)","(80,)","(4600,)","(0, 57)","[('setSaturation>1', 57)]",1,0.01800060272216797,159,162
443,"(0, 79)","('on',)","(79,)","(6100,)","('on',)","(78,)","(8000,)","(0, 79)","[('setColorTemperature>1', 8000), ('setLevel>1', 78)]",2,0.008252859115600586,80,140
444,"(0, 0)","('on',)","(43,)","(5000,)","('on',)","(40,)","(5000,)","(0, 0)","[('setLevel>1', 40)]",1,0.002531766891479492,42,44
445,"(0, 71)","('off',)","(70,)","(8900,)","('on',)","(42,)","(8900,)","(83, 0)","[('on', None), ('setHue>1', 83), ('setLevel>1', 42)]",3,0.012503862380981445,85,130
446,"(0, 84)","('off',)","(89,)","(3000,)","('on',)","(56,)","(3000,)","(0, 84)","[('on', None), ('setLevel>1', 56)]",2,0.0037636756896972656,58,61
447,"(0, 22)","('off',)","(79,)","(8100,)","('on',)","(49,)","(8100,)","(0, 22)","[('on', None), ('setLevel>1', 49)]",2,0.0033249855041503906,51,54
448,"(7, 0)","('on',)","(19,)","(4300,)","('on',)","(19,)","(4300,)","(0, 3)","[('setSaturation>1', 3)]",1,0.011996746063232422,104,108
449,"(0, 39)","('on',)","(51,)","(8600,)","('on',)","(51,)","(5400,)","(94, 0)","[('setColorTemperature>1', 5400), ('setHue>1', 94)]",2,0.01291656494140625,96,130
450,"(0, 71)","('off',)","(55,)","(5100,)","('on',)","(89,)","(5100,)","(0, 15)","[('on', None), ('setSaturation>1', 15), ('setLevel>1', 89)]",3,0.019147872924804688,117,210
451,"(0, 70)","('off',)","(9,)","(8300,)","('on',)","(78,)","(8300,)","(0, 37)","[('on', None), ('setSaturation>1', 37), ('setLevel>1', 78)]",3,0.02077317237854004,139,221
452,"(0, 39)","('on',)","(36,)","(4600,)","('on',)","(36,)","(8000,)","(0, 39)","[('setColorTemperature>1', 8000)]",1,0.003537893295288086,59,62
453,"(0, 2)","('on',)","(49,)","(6100,)","('on',)","(89,)","(6100,)","(0, 64)","[('setSaturation>1', 64), ('setLevel>1', 89)]",2,0.0242002010345459,165,258
454,"(56, 0)","('off',)","(69,)","(6100,)","('on',)","(69,)","(6600,)","(0, 5)","[('on', None), ('setColorTemperature>1', 6600), ('setSaturation>1', 5)]",3,0.015122413635253906,106,155
455,"(0, 79)","('on',)","(54,)","(5500,)","('on',)","(30,)","(5500,)","(0, 71)","[('setSaturation>1', 71), ('setLevel>1', 30)]",2,0.021622657775878906,173,206
456,"(57, 0)","('on',)","(95,)","(4000,)","('on',)","(55,)","(4000,)","(57, 0)","[('setLevel>1', 55)]",1,0.0034308433532714844,57,59
457,"(32, 0)","('on',)","(47,)","(6600,)","('on',)","(39,)","(6600,)","(0, 85)","[('setSaturation>1', 85), ('setLevel>1', 39)]",2,0.02364969253540039,186,229
458,"(0, 38)","('off',)","(94,)","(3300,)","('on',)","(94,)","(3300,)","(0, 86)","[('on', None), ('setSaturation>1', 86)]",2,0.02177596092224121,187,192
459,"(0, 99)","('off',)","(65,)","(5600,)","('on',)","(65,)","(5600,)","(0, 71)","[('on', None), ('setSaturation>1', 71)]",2,0.019989490509033203,173,177
460,"(56, 0)","('on',)","(60,)","(3900,)","('on',)","(9,)","(3900,)","(39, 0)","[('setHue>1', 39), ('setLevel>1', 9)]",2,0.0053768157958984375,41,52
461,"(0, 23)","('on',)","(21,)","(3700,)","('on',)","(21,)","(3700,)","(0, 5)","[('setSaturation>1', 5)]",1,0.012266874313354492,107,110
462,"(0, 74)","('on',)","(38,)","(2800,)","('on',)","(54,)","(2800,)","(0, 76)","[('setSaturation>1', 76), ('setLevel>1', 54)]",2,0.023533344268798828,177,235
463,"(45, 0)","('on',)","(52,)","(8500,)","('on',)","(23,)","(7700,)","(45, 0)","[('setColorTemperature>1', 7700), ('setLevel>1', 23)]",2,0.004838705062866211,57,82
